Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
MicpuC2.estExt_Genewise1Plus.C_20766	MicpuC2.estExt_Genewise1Plus.C_20766	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009378" target="_blank">GO:0009378</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006310" target="_blank">GO:0006310</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006281" target="_blank">GO:0006281</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K13525" target="_blank">K13525</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.4.6" target="_blank">3.6.4.6</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23077" target="_blank">PTHR23077</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23077:SF82" target="_blank">PTHR23077:SF82</a>	<a href="http://pfam.xfam.org/family/PF09336" target="_blank">PF09336</a> <a href="http://pfam.xfam.org/family/PF02933" target="_blank">PF02933</a> <a href="http://pfam.xfam.org/family/PF07724" target="_blank">PF07724</a> <a href="http://pfam.xfam.org/family/PF05496" target="_blank">PF05496</a> <a href="http://pfam.xfam.org/family/PF02359" target="_blank">PF02359</a>
MicpuC2.estExt_Genewise1Plus.C_20772	MicpuC2.estExt_Genewise1Plus.C_20772	<a href="http://amigo.geneontology.org/amigo/term/GO:0006614" target="_blank">GO:0006614</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GO:0005525</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0048500" target="_blank">GO:0048500</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008312" target="_blank">GO:0008312</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003924" target="_blank">GO:0003924</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03106" target="_blank">K03106</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0780" target="_blank">KOG0780</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.5.4" target="_blank">3.6.5.4</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11564" target="_blank">PTHR11564</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11564:SF7" target="_blank">PTHR11564:SF7</a>	<a href="http://pfam.xfam.org/family/PF02881" target="_blank">PF02881</a> <a href="http://pfam.xfam.org/family/PF02978" target="_blank">PF02978</a> <a href="http://pfam.xfam.org/family/PF00448" target="_blank">PF00448</a>
MicpuC2.estExt_Genewise1Plus.C_20776	MicpuC2.estExt_Genewise1Plus.C_20776	<a href="http://amigo.geneontology.org/amigo/term/GO:0033014" target="_blank">GO:0033014</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004418" target="_blank">GO:0004418</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01749" target="_blank">K01749</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG2892" target="_blank">KOG2892</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.61" target="_blank">2.5.1.61</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11557" target="_blank">PTHR11557</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11557:SF0" target="_blank">PTHR11557:SF0</a>	<a href="http://pfam.xfam.org/family/PF03900" target="_blank">PF03900</a> <a href="http://pfam.xfam.org/family/PF01379" target="_blank">PF01379</a>
MicpuC2.estExt_Genewise1Plus.C_20792	MicpuC2.estExt_Genewise1Plus.C_20792	<a href="http://amigo.geneontology.org/amigo/term/GO:0008173" target="_blank">GO:0008173</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006396" target="_blank">GO:0006396</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG2187" target="_blank">KOG2187</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.190" target="_blank">2.1.1.190</a> <a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.189" target="_blank">2.1.1.189</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11061" target="_blank">PTHR11061</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11061:SF30" target="_blank">PTHR11061:SF30</a>	<a href="http://pfam.xfam.org/family/PF05958" target="_blank">PF05958</a>
MicpuC2.estExt_Genewise1Plus.C_20813	MicpuC2.estExt_Genewise1Plus.C_20813	<a href="http://amigo.geneontology.org/amigo/term/GO:0016868" target="_blank">GO:0016868</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">GO:0005975</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1220" target="_blank">KOG1220</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.4.2.8" target="_blank">5.4.2.8</a> <a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.4.2.2" target="_blank">5.4.2.2</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR22573" target="_blank">PTHR22573</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR22573:SF32" target="_blank">PTHR22573:SF32</a>	<a href="http://pfam.xfam.org/family/PF02880" target="_blank">PF02880</a> <a href="http://pfam.xfam.org/family/PF02879" target="_blank">PF02879</a> <a href="http://pfam.xfam.org/family/PF02878" target="_blank">PF02878</a>
MicpuC2.estExt_Genewise1Plus.C_20870	MicpuC2.estExt_Genewise1Plus.C_20870	<a href="http://amigo.geneontology.org/amigo/term/GO:0006420" target="_blank">GO:0006420</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">GO:0005737</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004814" target="_blank">GO:0004814</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">GO:0000166</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01887" target="_blank">K01887</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.1.1.19" target="_blank">6.1.1.19</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11956" target="_blank">PTHR11956</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11956:SF5" target="_blank">PTHR11956:SF5</a>	<a href="http://pfam.xfam.org/family/PF03485" target="_blank">PF03485</a> <a href="http://pfam.xfam.org/family/PF05746" target="_blank">PF05746</a> <a href="http://pfam.xfam.org/family/PF00750" target="_blank">PF00750</a>
MicpuC2.estExt_Genewise1Plus.C_20915	MicpuC2.estExt_Genewise1Plus.C_20915	<a href="http://amigo.geneontology.org/amigo/term/GO:0008654" target="_blank">GO:0008654</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006021" target="_blank">GO:0006021</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004512" target="_blank">GO:0004512</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01858" target="_blank">K01858</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.5.1.4" target="_blank">5.5.1.4</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11510" target="_blank">PTHR11510</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11510:SF6" target="_blank">PTHR11510:SF6</a>	<a href="http://pfam.xfam.org/family/PF01658" target="_blank">PF01658</a> <a href="http://pfam.xfam.org/family/PF07994" target="_blank">PF07994</a>
MicpuC2.estExt_Genewise1Plus.C_30035	MicpuC2.estExt_Genewise1Plus.C_30035	<a href="http://amigo.geneontology.org/amigo/term/GO:0016747" target="_blank">GO:0016747</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">GO:0006355</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K11308" target="_blank">K11308</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG2747" target="_blank">KOG2747</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.48" target="_blank">2.3.1.48</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10615" target="_blank">PTHR10615</a>	<a href="http://pfam.xfam.org/family/PF11717" target="_blank">PF11717</a> <a href="http://pfam.xfam.org/family/PF01853" target="_blank">PF01853</a>
MicpuC2.gw1.4.305.1	MicpuC2.gw1.4.305.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">GO:0006468</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">GO:0004674</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K04688" target="_blank">K04688</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0598" target="_blank">KOG0598</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.1" target="_blank">2.7.11.1</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR24351" target="_blank">PTHR24351</a>	<a href="http://pfam.xfam.org/family/PF00433" target="_blank">PF00433</a> <a href="http://pfam.xfam.org/family/PF14531" target="_blank">PF14531</a>
MicpuC2.estExt_Genewise1Plus.C_30077	MicpuC2.estExt_Genewise1Plus.C_30077	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0296" target="_blank">KOG0296</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR19857" target="_blank">PTHR19857</a>	<a href="http://pfam.xfam.org/family/PF00400" target="_blank">PF00400</a>
MicpuC2.estExt_Genewise1Plus.C_30158	MicpuC2.estExt_Genewise1Plus.C_30158	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">GO:0003676</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K12598" target="_blank">K12598</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.4.13" target="_blank">3.6.4.13</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=" target="_blank"></a>	<a href="http://pfam.xfam.org/family/PF00271" target="_blank">PF00271</a> <a href="http://pfam.xfam.org/family/PF00270" target="_blank">PF00270</a> <a href="http://pfam.xfam.org/family/PF08148" target="_blank">PF08148</a> <a href="http://pfam.xfam.org/family/PF13234" target="_blank">PF13234</a>
MicpuC2.estExt_Genewise1Plus.C_30208	MicpuC2.estExt_Genewise1Plus.C_30208	<a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">GO:0051287</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006730" target="_blank">GO:0006730</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004013" target="_blank">GO:0004013</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01251" target="_blank">K01251</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.3.1.1" target="_blank">3.3.1.1</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23420" target="_blank">PTHR23420</a>	<a href="http://pfam.xfam.org/family/PF02826" target="_blank">PF02826</a> <a href="http://pfam.xfam.org/family/PF05221" target="_blank">PF05221</a>
MicpuC2.estExt_Genewise1Plus.C_30286	MicpuC2.estExt_Genewise1Plus.C_30286	<a href="http://amigo.geneontology.org/amigo/term/GO:0016597" target="_blank">GO:0016597</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">GO:0008152</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050661" target="_blank">GO:0050661</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">GO:0016491</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006520" target="_blank">GO:0006520</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K12524" target="_blank">K12524</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0455" target="_blank">KOG0455</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.3" target="_blank">1.1.1.3</a> <a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.2.4" target="_blank">2.7.2.4</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR21499" target="_blank">PTHR21499</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR21499:SF1" target="_blank">PTHR21499:SF1</a>	<a href="http://pfam.xfam.org/family/PF01842" target="_blank">PF01842</a> <a href="http://pfam.xfam.org/family/PF13840" target="_blank">PF13840</a> <a href="http://pfam.xfam.org/family/PF03447" target="_blank">PF03447</a> <a href="http://pfam.xfam.org/family/PF00696" target="_blank">PF00696</a> <a href="http://pfam.xfam.org/family/PF00742" target="_blank">PF00742</a>
MicpuC2.estExt_Genewise1Plus.C_30312	MicpuC2.estExt_Genewise1Plus.C_30312	<a href="http://amigo.geneontology.org/amigo/term/GO:0008375" target="_blank">GO:0008375</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">GO:0006486</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00726" target="_blank">K00726</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1413" target="_blank">KOG1413</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.101" target="_blank">2.4.1.101</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10468" target="_blank">PTHR10468</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10468:SF0" target="_blank">PTHR10468:SF0</a>	<a href="http://pfam.xfam.org/family/PF03071" target="_blank">PF03071</a>
MicpuC2.estExt_Genewise1Plus.C_30410	MicpuC2.estExt_Genewise1Plus.C_30410	<a href="http://amigo.geneontology.org/amigo/term/GO:0042176" target="_blank">GO:0042176</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030234" target="_blank">GO:0030234</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000502" target="_blank">GO:0000502</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03028" target="_blank">K03028</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10943" target="_blank">PTHR10943</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10943:SF1" target="_blank">PTHR10943:SF1</a>	<a href="http://pfam.xfam.org/family/" target="_blank"></a>
MicpuC2.estExt_Genewise1Plus.C_30458	MicpuC2.estExt_Genewise1Plus.C_30458	<a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">GO:0055085</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006811" target="_blank">GO:0006811</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005216" target="_blank">GO:0005216</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10037" target="_blank">PTHR10037</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10037:SF218" target="_blank">PTHR10037:SF218</a>	<a href="http://pfam.xfam.org/family/PF16905" target="_blank">PF16905</a> <a href="http://pfam.xfam.org/family/PF08016" target="_blank">PF08016</a> <a href="http://pfam.xfam.org/family/PF00520" target="_blank">PF00520</a>
MicpuC2.gw1.5.30.1	MicpuC2.gw1.5.30.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">GO:0008270</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016818" target="_blank">GO:0016818</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">GO:0003676</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K15711" target="_blank">K15711</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1001" target="_blank">KOG1001</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.4.12" target="_blank">3.6.4.12</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10799" target="_blank">PTHR10799</a>	<a href="http://pfam.xfam.org/family/PF13639" target="_blank">PF13639</a> <a href="http://pfam.xfam.org/family/PF00271" target="_blank">PF00271</a> <a href="http://pfam.xfam.org/family/PF08797" target="_blank">PF08797</a> <a href="http://pfam.xfam.org/family/PF00176" target="_blank">PF00176</a>
MicpuC2.estExt_Genewise1Plus.C_30483	MicpuC2.estExt_Genewise1Plus.C_30483	<a href="http://amigo.geneontology.org/amigo/term/GO:0016740" target="_blank">GO:0016740</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">GO:0009058</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K02291" target="_blank">K02291</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG4411" target="_blank">KOG4411</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.32" target="_blank">2.5.1.32</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR31480" target="_blank">PTHR31480</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR31480:SF2" target="_blank">PTHR31480:SF2</a>	<a href="http://pfam.xfam.org/family/PF00494" target="_blank">PF00494</a>
MicpuC2.estExt_Genewise1Plus.C_30569	MicpuC2.estExt_Genewise1Plus.C_30569	<a href="http://amigo.geneontology.org/amigo/term/GO:0006265" target="_blank">GO:0006265</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003918" target="_blank">GO:0003918</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">GO:0003677</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.99.1.3" target="_blank">5.99.1.3</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10871" target="_blank">PTHR10871</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10871:SF4" target="_blank">PTHR10871:SF4</a>	<a href="http://pfam.xfam.org/family/PF13589" target="_blank">PF13589</a> <a href="http://pfam.xfam.org/family/PF09239" target="_blank">PF09239</a>
