Gene ID	GO	KO	KOG	PANTHER	PFAM
Cz13g13110	GO:0055114 GO:0008121 GO:0051537 GO:0016491 GO:0016679	K00411	KOG1671	PTHR10134 PTHR10134:SF1	PF02921 PF00355
Cz13g13120	GO:0016598 GO:0004057	K00685		PTHR21367 PTHR21367:SF1	PF04377
Cz13g13140	GO:0045454 GO:0015035 GO:0006662	K03671	KOG0910	PTHR10438 PTHR10438:SF290	PF13098
Cz13g13150	GO:0005515			PTHR24413 PTHR24413:SF79	PF00622 PF00651
Cz13g13170	GO:0008270 GO:0005515		KOG4628	PTHR22765 PTHR22765:SF5	PF02225 PF13639
Cz13g13190	GO:0055114 GO:0016671 GO:0005783 GO:0003756	K10950	KOG2608	PTHR12613 PTHR12613:SF0	PF04137
Cz13g13200	GO:0005515			PTHR23244	PF07646
Cz13g13210	GO:0005515			PTHR23244	PF01344
Cz13g13220	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02979	KOG3502	PTHR10769	PF01200
Cz13g13230	GO:0005634			PTHR10177	PF02984 PF00134
Cz13g13250	GO:0016887 GO:0005524 GO:0030286 GO:0007018 GO:0003777	K10408		PTHR10676 PTHR10676:SF35	PF07728 PF12775 PF12777 PF12780 PF12781 PF12774 PF08393 PF08385 PF03028
Cz13g14100	GO:0048193 GO:0005783		KOG2218	PTHR13520 PTHR13520:SF0	PF04437
Cz13g14130	GO:0006457 GO:0003755 GO:0000413			PTHR11071	PF00160
Cz13g14160	GO:0006397	K12822		PTHR18806 PTHR18806:SF4	PF01480
Cz13g14170	GO:0003676	K12822		PTHR18806	PF00076
Cz13g14190	GO:0016491 GO:0008152		KOG1611	PTHR24322 PTHR24322:SF583	PF00106
Cz13g14220	GO:0055085 GO:0005741	K11518	KOG3296	PTHR10802 PTHR10802:SF4	PF01459
Cz13g14230	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02895		PTHR12903 PTHR12903:SF1	
Cz13g15050	GO:0005515		KOG3473	PTHR24413	PF13415 PF13854 PF00651
Cz13g15060	GO:0031011			PTHR13052	
Cz13g15080	GO:0005525	K06942		PTHR23305 PTHR23305:SF11	PF01926 PF06071
Cz13g15110	GO:0016787	K04382	KOG0372	PTHR11668 PTHR11668:SF240	PF00149
Cz13g15140	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02974	KOG3424	PTHR10496	PF01282
Cz13g15190	GO:0006886 GO:0005737 GO:0007033			PTHR12811 PTHR12811:SF0	PF04840 PF04841
Cz13g15200	GO:0008234 GO:0006508	K16292	KOG1542 KOG1543	PTHR12411 PTHR12411:SF357	PF08246 PF00396 PF00112
Cz13g15230	GO:0008080	K14682	KOG2436	PTHR30602 PTHR30602:SF4	PF13508 PF00696
Cz13g15240	GO:0055114 GO:0006555 GO:0004489				PF02219
Cz13g16010	GO:0003676	K12890	KOG0105	PTHR24012 PTHR24012:SF487	PF00076
Cz13g16020	GO:0003676		KOG0131	PTHR24012 PTHR24012:SF348	PF00076
Cz13g16030	GO:0003676	K13207	KOG0144	PTHR24012 PTHR24012:SF359	PF00076
Cz13g16040	GO:0003676	K10643		PTHR12603	PF00076 PF14570
Cz13g16050	GO:0046872 GO:0000166	K05850	KOG0204	PTHR24093 PTHR24093:SF339	PF00690 PF13246 PF00689 PF00122
Cz13g16110	GO:0055114 GO:0020037 GO:0016705 GO:0005506	K15747	KOG0157	PTHR24291 PTHR24291:SF54	PF00067
Cz13g16170	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02895		PTHR12903	PF00467
Cz13g16180	GO:0016757 GO:0008152	K00766	KOG1438	PTHR11922 PTHR11922:SF5	PF02885 PF00591
Cz13g16200	GO:0006470 GO:0004722		KOG0698	PTHR13832 PTHR13832:SF339	PF13672
Cz13g16210	GO:0005515	K12158	KOG0005	PTHR10666	PF00240
Cz13g17090	GO:0035091		KOG2273	PTHR10555 PTHR10555:SF84	PF00787
Cz13g17110	GO:0003824 GO:0006470 GO:0004722			PTHR13832	PF00481
Cz13g17120	GO:0055114 GO:0016627 GO:0005737	K00207	KOG1799	PTHR11938 PTHR11938:SF87	PF01180
Cz13g17160	GO:0005515	K08490	KOG0812	PTHR19957 PTHR19957:SF116	PF11416 PF05739
Cz13g17180	GO:0005515		KOG2507	PTHR23322 PTHR23322:SF6	PF02809 PF14555 PF13899 PF00789
Cz13g17190	GO:0016020 GO:0006486 GO:0004576	K07151		PTHR13872 PTHR13872:SF23	PF02516
Cz13g17200	GO:0055114 GO:0045300 GO:0006631			PTHR31155 PTHR31155:SF9	PF03405
Cz13g17210	GO:0003723			PTHR10288	PF00013
Cz13g17260	GO:0016747 GO:0006355	K11308		PTHR10615	PF01853
Cz13g17270	GO:0055085		KOG1441	PTHR11132 PTHR11132:SF97	PF08449
Cz13g17280	GO:0004045	K01056	KOG2255	PTHR17224	PF01195
Cz13g18040	GO:0006508 GO:0005524 GO:0004222	K03798		PTHR23076	PF01434 PF00004
Cz13g18090	GO:0005789			PTHR10809 PTHR10809:SF6	PF00635
Cz13g18110	GO:0055114 GO:0016491	K00384		PTHR22912 PTHR22912:SF183	PF00070
Cz13g18130	GO:0003824		KOG1379	PTHR12320	PF07228
Cz13g18230	GO:0005515	K10293		PTHR15537 PTHR15537:SF2	PF00646
Cz13g18240	GO:0005525	K06234	KOG0078 KOG0079	PTHR24073 PTHR24073:SF209	PF00025
Cz13g18250	GO:0030915 GO:0006281 GO:0005634		KOG2866	PTHR16140	PF08743
Cz13g18300	GO:0045454	K09584		PTHR18929 PTHR18929:SF38	PF10208 PF00226 PF00085
Cz13g18310	GO:0005634 GO:0003677			PTHR31251 PTHR31251:SF1	PF03110
Cz13g19010	GO:0016021 GO:0006813 GO:0005242		KOG3827	PTHR11767 PTHR11767:SF47	PF01007
Cz13g19020	GO:0055085 GO:0016021			PTHR23505 PTHR23505:SF21	PF07690
Cz13g19040	GO:0005515		KOG1242	PTHR23346 PTHR23346:SF7	PF02985 PF13646
Cz13g19090	GO:0005524	K11269	KOG0989	PTHR23389 PTHR23389:SF3	PF00004
Cz13g19100	GO:0006468 GO:0004672	K14498	KOG0583	PTHR24343 PTHR24343:SF167	PF07714
Cz13g19120	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01880		PTHR10745 PTHR10745:SF0	PF00587
Cz13g19180	GO:0008234 GO:0006508				PF02902
Cz13g19190	GO:0016887 GO:0005524 GO:0055085 GO:0042626 GO:0016021 GO:0006810	K05661		PTHR24221 PTHR24221:SF18	PF00005 PF00664
Cz13g19210	GO:0005524 GO:0003676	K02349	KOG0950		PF00271 PF00270
Cz13g19220	GO:0005515	K12862		PTHR19923 PTHR19923:SF0	PF00400
Cz13g20040	GO:0018024				PF08123
Cz13g20090	GO:0036158 GO:0036157			PTHR21694 PTHR21694:SF18	
Cz14g00010	GO:0006468 GO:0004672		KOG0671 KOG0658 KOG0198 KOG1290	PTHR24055 PTHR24055:SF0	PF07714
Cz14g00050	GO:0006310	K07447		PTHR33317	PF03652
Cz14g00060	GO:0005525 GO:0003924		KOG0446	PTHR11566 PTHR11566:SF21	PF02212 PF00350 PF01031
Cz14g00070	GO:0005515			PTHR15856 PTHR15856:SF30	PF00628
Cz14g00130	GO:0005515				PF00397
Cz14g00150	GO:0006468 GO:0004672	K08832	KOG1290	PTHR24055 PTHR24055:SF0	PF07714
Cz14g00180	GO:0005524	K03062		PTHR23073	PF07724
Cz14g00200	GO:0009611 GO:0004867			PTHR33091	PF00280
Cz14g00250	GO:0016787			PTHR11067 PTHR11067:SF9	PF01725
Cz14g00260	GO:0016787	K01519		PTHR11067 PTHR11067:SF9	PF01725
Cz14g00270	GO:0050662 GO:0003824		KOG1502	PTHR10366 PTHR10366:SF267	PF01370
Cz14g00280	GO:0055114 GO:0016627 GO:0005737	K00254	KOG1436	PTHR11938	PF01180
Cz14g01040	GO:0006284	K10773		PTHR10359 PTHR10359:SF31	PF00730
Cz14g01070	GO:0044238			PTHR33231 PTHR33231:SF1	PF16321 PF02482
Cz14g01080	GO:0016020 GO:0009765			PTHR21649 PTHR21649:SF14	PF00504
Cz14g01090	GO:0010181			PTHR19384 PTHR19384:SF81	PF00258
Cz14g01180	GO:0046872				PF00642 PF00226
Cz14g01200	GO:0003993			PTHR23029 PTHR23029:SF36	PF00328
Cz14g01220	GO:0050662 GO:0003824			PTHR11092 PTHR11092:SF1	PF01370
Cz14g01230	GO:0006468 GO:0005524 GO:0004672	K02202	KOG0659	PTHR24056 PTHR24056:SF0	PF00069
Cz14g01250	GO:0055114 GO:0032542	K12260	KOG3388	PTHR21348	PF02195
Cz14g01270	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871			PTHR24115	PF00225
Cz14g02010	GO:0007076	K06677	KOG0414	PTHR14222 PTHR14222:SF2	PF12922 PF12717
Cz14g02020	GO:0009116			PTHR22573 PTHR22573:SF56	PF00156
Cz14g02030	GO:0016887 GO:0005524	K01551	KOG2825	PTHR10803	PF01656 PF02374
Cz14g02040	GO:0016887 GO:0005524			PTHR10803	PF02374
Cz14g02060	GO:0016887 GO:0005524 GO:0016020		KOG0061	PTHR19241	PF00005 PF01061
Cz14g02090	GO:0016021	K05770	KOG3797	PTHR10057	PF03073
Cz14g02150	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG0508 KOG4412 KOG0500	PTHR10217	PF00520 PF13857 PF12796
Cz14g02180	GO:0005515			PTHR12197 PTHR12197:SF145	PF00856
Cz14g02200	GO:0030170 GO:0019752 GO:0016831	K01580	KOG1383	PTHR11999 PTHR11999:SF111	PF00282
Cz14g02230	GO:0006464 GO:0004719 GO:0004842		KOG0940	PTHR11254	PF01135 PF00632
Cz14g03010	GO:0016491		KOG2741	PTHR22604 PTHR22604:SF105	PF01408
Cz14g03030	GO:0034220 GO:0046961 GO:0033180 GO:0015991	K02151	KOG3432	PTHR13861	PF01990
Cz14g03060	GO:0016567 GO:0004842			PTHR22849 PTHR22849:SF50	PF04564
Cz14g03110	GO:0005975 GO:0004553			PTHR22298 PTHR22298:SF39	PF13641 PF00759
Cz14g03150	GO:0005515	K14829	KOG0646	PTHR18763	PF00400
Cz14g03160	GO:0055085 GO:0016021 GO:0022857		KOG0254	PTHR23500	PF07690 PF00083
Cz14g03170	GO:0005789	K13249		PTHR12924 PTHR12924:SF0	PF03896
Cz14g03180	GO:0005515	K03350	KOG1126	PTHR12558 PTHR12558:SF13	PF13371 PF12895 PF07719 PF00515
Cz14g03230	GO:0016020 GO:0006817 GO:0005315			PTHR11101 PTHR11101:SF58	PF01384
Cz14g04040	GO:0008080			PTHR23091 PTHR23091:SF255	PF00583
Cz14g04050	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	PTHR24286 PTHR24286:SF77	PF00067
Cz14g04090	GO:0006355 GO:0005739 GO:0003690				PF02536
Cz14g04110	GO:0015074			PTHR11439 PTHR11439:SF185	PF13976 PF00665
Cz14g04140	GO:0055114 GO:0051537 GO:0016491			PTHR21266	PF00355
Cz14g04150	GO:0046872 GO:0000166			PTHR24093 PTHR24093:SF297	PF00690 PF00702 PF00689 PF00122
Cz14g04180	GO:0043565 GO:0006355 GO:0003700				PF00170
Cz14g04230	GO:0005975 GO:0004553		KOG0626	PTHR10353	PF00232
Cz14g04240	GO:0005975 GO:0004553	K01229	KOG0626	PTHR10353	PF00232
Cz14g05020	GO:0008234 GO:0006508		KOG1543	PTHR12411 PTHR12411:SF336	PF00112
Cz14g05050	GO:0005515	K14966	KOG4693	PTHR23244	PF01344 PF13418
Cz14g05060	GO:0009073 GO:0004106	K01850	KOG0795	PTHR21145 PTHR21145:SF0	
Cz14g05070	GO:0055114 GO:0016020 GO:0003885 GO:0050660 GO:0016491		KOG4730	PTHR13878 PTHR13878:SF37	PF04030 PF01565
Cz14g05080	GO:0055114 GO:0016020 GO:0003885 GO:0050660 GO:0016491		KOG4730	PTHR13878 PTHR13878:SF37	PF04030 PF01565
Cz14g05090	GO:0055114 GO:0016020 GO:0003885 GO:0050660 GO:0016491		KOG4730	PTHR13878 PTHR13878:SF37	PF04030 PF01565
Cz14g05130	GO:0071805 GO:0016020 GO:0015079	K03549		PTHR30540 PTHR30540:SF7	PF02705
Cz14g05150	GO:0000049	K15437		PTHR11586 PTHR11586:SF1	PF14497 PF01588
Cz14g05190	GO:0005515		KOG0867 KOG4420	PTHR11260 PTHR11260:SF144	PF00043 PF13417
Cz14g05230	GO:0055085 GO:0016021 GO:0015299 GO:0006812			PTHR32468 PTHR32468:SF0	PF00999
Cz14g05250	GO:0055114 GO:0016491 GO:0006520			PTHR11606	PF02812 PF00208
Cz14g06010	GO:0055114 GO:0016491 GO:0006520			PTHR11606 PTHR11606:SF13	PF02812
Cz14g07020	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG0498	PTHR10217	PF00520 PF12796
Cz14g07040	GO:0055085 GO:0016020 GO:0006811 GO:0005216		KOG0508	PTHR10217	PF12796 PF00520
Cz14g07080	GO:0036459 GO:0016579	K11842		PTHR24006 PTHR24006:SF469	PF00443
Cz14g07090	GO:0008168 GO:0008152			PTHR21091 PTHR21091:SF16	PF00590
Cz14g07100	GO:0016773 GO:0005975			PTHR10196 PTHR10196:SF59	PF00370
Cz14g07140	GO:0016773 GO:0005975 GO:0016857		KOG3111	PTHR11749	PF02782 PF00834
Cz14g08070	GO:0042254	K14771		PTHR12455 PTHR12455:SF0	PF03914
Cz14g08100	GO:0017119 GO:0006886		KOG4182	PTHR21443	PF10191
Cz14g08120	GO:0006468 GO:0005524 GO:0004672			PTHR24362	PF00069
Cz14g08140	GO:0008080			PTHR23091 PTHR23091:SF229	PF00583
Cz14g08150	GO:0004386	K12815		PTHR18934 PTHR18934:SF91	PF00271 PF07717 PF04408
Cz14g08160	GO:0005515		KOG0867	PTHR11260 PTHR11260:SF178	PF13417 PF00043
Cz14g08190	GO:0003676			PTHR24012	PF00076
Cz14g08220	GO:0016020		KOG2620	PTHR10264 PTHR10264:SF84	PF01145
Cz14g08270	GO:0050660 GO:0008033	K03495		PTHR11806 PTHR11806:SF4	PF13932 PF01134
Cz14g08310	GO:0016810 GO:0006807			PTHR23090 PTHR23090:SF9	PF00795
Cz14g09010	GO:0016868 GO:0005975		KOG1220	PTHR22573 PTHR22573:SF32	PF02880 PF02879 PF02878
Cz14g09080	GO:0005515		KOG1030	PTHR23319	PF00168 PF16016
Cz14g09120	GO:0043968 GO:0043967 GO:0035267 GO:0006338 GO:0006281	K11324	KOG2656	PTHR12855 PTHR12855:SF10	PF16282
Cz14g09130	GO:0006629			PTHR21493 PTHR21493:SF124	PF01764
Cz14g09180	GO:0016788 GO:0006397	K18328	KOG2863	PTHR12849	PF05011
Cz14g09210	GO:0030131 GO:0016192 GO:0006886 GO:0030117			PTHR11134 PTHR11134:SF4	PF09066 PF01602
Cz14g10040	GO:0006221 GO:0003883	K01937		PTHR11550	PF00117 PF06418
Cz14g10130	GO:0006508 GO:0004222			PTHR22939 PTHR22939:SF97	PF02163
Cz14g10140	GO:0005515 GO:0006508 GO:0004222			PTHR22939 PTHR22939:SF97	PF13180 PF02163
Cz14g10160	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	PTHR24305 PTHR24305:SF59	PF00067
Cz14g10290	GO:0006464 GO:0004077	K01942		PTHR12835	PF03099
Cz14g11020	GO:0006468 GO:0005524 GO:0004672	K08819	KOG0663	PTHR24056 PTHR24056:SF39	PF00069
Cz14g11030	GO:0006355 GO:0003700 GO:0007275			PTHR32467 PTHR32467:SF15	PF00847
Cz14g11060	GO:0006486 GO:0003980			PTHR11226 PTHR11226:SF0	PF06427
Cz14g11070	GO:0016757 GO:0006486 GO:0003980	K11718		PTHR11226 PTHR11226:SF0	PF01501 PF06427
Cz14g11080	GO:0055085 GO:0016021			PTHR31686	PF03595
Cz14g11090	GO:0004635 GO:0000105	K11755		PTHR21256 PTHR21256:SF3	PF01503 PF01502
Cz14g11110	GO:0016740 GO:0009058	K18163		PTHR21181	PF00494
Cz14g11120	GO:0055085 GO:0016021			PTHR31686 PTHR31686:SF1	PF03595
Cz14g11130	GO:0055085 GO:0016021			PTHR31686 PTHR31686:SF1	PF03595
Cz14g11150	GO:0008270	K13220		PTHR13173	PF06220
Cz14g11180	GO:0008242			PTHR13291 PTHR13291:SF0	PF02099
Cz14g11190	GO:0005515	K11801	KOG0316	PTHR19847	PF00400
Cz14g12010	GO:0006468 GO:0004672		KOG0192	PTHR23257	PF07714
Cz14g12030	GO:0006468 GO:0005524 GO:0004672	K08857	KOG0589	PTHR24361 PTHR24361:SF311	PF00069
Cz14g12050	GO:0008168 GO:0008152 GO:0006694	K00559	KOG1269	PTHR10108 PTHR10108:SF908	PF08241 PF08498
Cz14g12060	GO:0008270 GO:0003676				PF00098
Cz14g12080	GO:0016787	K01262		PTHR10804 PTHR10804:SF87	PF01321 PF16188 PF16189 PF00557
Cz14g12090	GO:0005515			PTHR23308 PTHR23308:SF2	PF00498
Cz14g12120	GO:0005515		KOG0271 KOG0266	PTHR22844 PTHR22844:SF125	PF13570 PF00400
Cz14g12130	GO:0006850 GO:0005743		KOG1589	PTHR14154 PTHR14154:SF2	PF03650
Cz14g12140	GO:0003824 GO:2001070		KOG1379	PTHR12320 PTHR12320:SF7	PF07228 PF00686
Cz14g12160	GO:0004672			PTHR21228 PTHR21228:SF20	PF06743
Cz14g12170	GO:0006468 GO:0005524 GO:0004672			PTHR24349 PTHR24349:SF79	PF00069
Cz14g12180	GO:0006468 GO:0005524 GO:0004672				PF00069
Cz14g12190	GO:0042073			PTHR13376 PTHR13376:SF0	PF12317
Cz14g12200	GO:0016627 GO:0016021 GO:0006629 GO:0005737			PTHR32251	PF02544
Cz14g12210	GO:0008270 GO:0005515	K16276	KOG1940	PTHR21319 PTHR21319:SF0	PF13639 PF01814 PF14599 PF05495
Cz14g13010	GO:0005515 GO:0016773	K04728		PTHR11139 PTHR11139:SF72	PF02260 PF00454
Cz14g13040	GO:0016791	K17619	KOG4549	PTHR17901	PF12689
Cz14g13060	GO:0030132 GO:0030130 GO:0016192 GO:0006886 GO:0005198		KOG4031		PF01086
Cz14g13070	GO:0006468 GO:0005524 GO:0004672	K08864	KOG1151	PTHR22974 PTHR22974:SF23	PF00069
Cz14g13100	GO:2001070			PTHR37231 PTHR37231:SF1	PF00686
Cz14g13110	GO:0008270 GO:0006508 GO:0004177	K01267		PTHR28570 PTHR28570:SF3	PF02127
Cz14g13120	GO:0008270 GO:0006508 GO:0004177	K01267		PTHR28570 PTHR28570:SF3	PF02127
Cz14g13130	GO:0016021			PTHR30269 PTHR30269:SF9	PF01925
Cz14g13140	GO:0055114 GO:0016491			PTHR10742	PF01593
Cz14g13150	GO:0016021			PTHR30269 PTHR30269:SF9	PF01925
Cz14g13180	GO:0005515				PF00651
Cz14g13220	GO:0005515			PTHR11260 PTHR11260:SF77	PF13417
Cz14g13240	GO:0003676				PF01424 PF13857
Cz14g14010	GO:0005515	K11866		PTHR12947 PTHR12947:SF4	PF01398
Cz14g14070	GO:0003676		KOG2567	PTHR13516	PF01918
Cz14g14080	GO:0055114 GO:0006744	K06134			PF03232
Cz14g14130	GO:0030955 GO:0006096 GO:0004743 GO:0000287		KOG2323	PTHR11817 PTHR11817:SF4	PF02887 PF00224
Cz14g14150	GO:0016021 GO:0008381			PTHR13167 PTHR13167:SF25	PF12166
Cz14g14180	GO:0005515				PF00651
Cz14g14190	GO:0006508 GO:0004252		KOG3627	PTHR24276 PTHR24276:SF20	PF00089
Cz14g14200	GO:0016757 GO:0016020 GO:0008378 GO:0006486		KOG2288	PTHR11214 PTHR11214:SF85	PF02434
Cz14g14210	GO:0055114 GO:0016491 GO:0030151 GO:0042128	K10534	KOG0535	PTHR19370 PTHR19370:SF70	PF00173 PF00175 PF00970 PF03404 PF00174
Cz14g14220	GO:0006413 GO:0003743 GO:0003723	K15025	KOG2925	PTHR21641	PF01176
Cz14g15010	GO:0006464 GO:0018095	K16601	KOG2157	PTHR12241 PTHR12241:SF9	PF03133
Cz14g15020	GO:0003676			PTHR24012	PF00076
Cz14g15040	GO:0005515	K17550	KOG0617	PTHR24365	PF14580 PF13855
Cz14g15070	GO:0016851 GO:0009058	K03403		PTHR23304 PTHR23304:SF115	PF11965 PF02514
Cz14g15090	GO:0006457 GO:0003755 GO:0000413	K05864	KOG0546	PTHR11071	PF00160
Cz14g15100	GO:0016021 GO:0004252	K09651	KOG2632	PTHR12917 PTHR12917:SF18	PF01694
Cz14g15120	GO:0005524	K08900		PTHR23070 PTHR23070:SF14	PF00004
Cz14g15140	GO:0008080			PTHR13947	PF00583
Cz14g15170	GO:0006886		KOG1585	PTHR13768 PTHR13768:SF2	PF14938
Cz14g15210	GO:0008234 GO:0006508			PTHR27000	PF08263 PF00112
Cz14g16010	GO:0008234 GO:0006508			PTHR27000	PF08263 PF00112
Cz14g16020	GO:0016887 GO:0005524 GO:0016020		KOG0061	PTHR19241	PF00005 PF01061
Cz14g16050	GO:0051087 GO:0005515				PF02179 PF00018
Cz14g16080	GO:0005975 GO:0004553				PF00722
Cz14g16090	GO:0005975 GO:0004553				PF00722 PF01822
Cz14g16110	GO:0006950			PTHR31964	PF00582
Cz14g16130	GO:0008097 GO:0006412 GO:0005840 GO:0003735			PTHR33284 PTHR33284:SF1	PF01386 PF14693
Cz14g16140	GO:0016747 GO:0008610 GO:0016020 GO:0006633			PTHR31561 PTHR31561:SF23	PF00195 PF08541
Cz14g16150	GO:0016747 GO:0008610 GO:0016020 GO:0006633			PTHR31561 PTHR31561:SF23	PF00195 PF08541
Cz14g16180	GO:0008536 GO:0006886	K14290		PTHR11223	PF03810 PF08389 PF08767
Cz14g16190	GO:0003676			PTHR23140 PTHR23140:SF0	PF00076
Cz14g16200	GO:0006396 GO:0003723	K12842		PTHR23140 PTHR23140:SF0	PF08312 PF04818 PF01805
Cz14g17010	GO:0005515 GO:0006468 GO:0004672		KOG0192	PTHR23257	PF00514 PF07714
Cz14g17050	GO:0016021 GO:0005783			PTHR12560	PF03798
Cz14g17070	GO:0008233 GO:0006508 GO:0042765 GO:0016255 GO:0003923	K05290		PTHR12000 PTHR12000:SF1	PF01650
Cz14g17080	GO:0008233 GO:0006508 GO:0042765 GO:0016255 GO:0003923	K05290		PTHR12000 PTHR12000:SF1	PF01650
Cz14g17100	GO:0055114 GO:0050660 GO:0016491 GO:0003824	K00102	KOG1231	PTHR11748 PTHR11748:SF35	PF01565 PF02913
Cz14g17130	GO:0009228			PTHR31528 PTHR31528:SF1	PF09084
Cz14g17230	GO:0008168			PTHR23290	PF05175
Cz14g17240	GO:0016888	K03424	KOG3020	PTHR10060 PTHR10060:SF25	PF01026
Cz14g18020	GO:0005515	K03364	KOG0305	PTHR19918 PTHR19918:SF1	PF00400
Cz14g18030	GO:0016787 GO:0000290	K12584		PTHR12978 PTHR12978:SF0	PF11969
Cz14g18040	GO:0016787 GO:0000290				PF05652
Cz14g18060	GO:0003676			PTHR24012	PF00076
Cz14g18100	GO:0016020 GO:0008375			PTHR31042	PF02485
Cz14g18110	GO:0003993			PTHR11567	PF00328
Cz14g18140	GO:0051536 GO:0003824	K04070		PTHR30352 PTHR30352:SF7	PF04055
Cz14g18170	GO:0005515		KOG0472	PTHR23155	PF00560 PF13855
Cz14g18180	GO:0016779 GO:0043631 GO:0003723 GO:0004652 GO:0005634	K14376		PTHR10682 PTHR10682:SF10	PF01909 PF04926 PF04928
Cz14g18200	GO:0006457	K09568	KOG0544	PTHR10516	PF00254
Cz14g18220	GO:0016020 GO:0006810 GO:0005215	K12347	KOG1291	PTHR11706 PTHR11706:SF8	PF01566
Cz14g18230	GO:0050662 GO:0003824			PTHR10366 PTHR10366:SF267	PF01370
Cz14g18240	GO:0050662 GO:0003824			PTHR10366 PTHR10366:SF267	PF01370
Cz14g18260	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0006433 GO:0005737 GO:0004827	K01881		PTHR11451 PTHR11451:SF6	PF03129 PF00587
Cz14g18270	GO:0016021	K05770	KOG3797	PTHR10057	PF03073
Cz14g19010	GO:0055114 GO:0051287 GO:0048038 GO:0016651	K03935		PTHR11993 PTHR11993:SF10	PF00346
Cz14g19020	GO:0055114 GO:0051287 GO:0048038 GO:0016651			PTHR11993 PTHR11993:SF10	PF00346
Cz14g19030	GO:0055114 GO:0010277 GO:0051537 GO:0016491			PTHR21266 PTHR21266:SF25	PF08417 PF00355
Cz14g19100	GO:0019752 GO:0004451			PTHR21631 PTHR21631:SF12	PF00463
Cz14g19120	GO:0008168 GO:0008152	K00586		PTHR10882 PTHR10882:SF0	PF00590
Cz14g19140	GO:0006412 GO:0005840 GO:0003735	K02957	KOG1754	PTHR11758 PTHR11758:SF16	PF00410
Cz14g19190	GO:0055114 GO:0016491 GO:0009073 GO:0003856				PF01959
Cz14g19200	GO:0055114 GO:0016491 GO:0009073 GO:0003856			PTHR33563 PTHR33563:SF1	PF01959
Cz14g19210	GO:0006629			PTHR21493 PTHR21493:SF124	PF01764
Cz14g19240	GO:0008641	K10684	KOG2014	PTHR10953	PF00899
Cz14g19270	GO:0005515			PTHR22844	PF00400
Cz14g19310	GO:0055085 GO:0016020 GO:0006810 GO:0005215 GO:0006863 GO:0005345			PTHR11119 PTHR11119:SF9	PF00860
Cz14g19320	GO:0006396 GO:0003723	K12825		PTHR15316 PTHR15316:SF1	PF01805 PF12230
Cz14g19330	GO:0046872			PTHR14493	PF00642
Cz14g20010	GO:0030170 GO:0030151 GO:0003824	K15631	KOG2362	PTHR14237 PTHR14237:SF19	PF03473 PF03476 PF00266
Cz14g20020	GO:0005515			PTHR13271	PF00856
Cz14g20030	GO:0006807 GO:0004356		KOG0683	PTHR20852 PTHR20852:SF16	PF00120
Cz14g20040	GO:0008234 GO:0006508		KOG4296	PTHR12411	PF00396 PF00112
Cz14g20060	GO:0005515 GO:0042393	K11420	KOG1082	PTHR22884 PTHR22884:SF370	PF00856 PF02182
Cz14g20070	GO:0005975 GO:0004553	K19355		PTHR31451	PF00150
Cz14g20080	GO:0005515	K12175	KOG0686	PTHR14145 PTHR14145:SF2	PF01399 PF10602
Cz14g20090	GO:0005515				PF00651
Cz14g20150	GO:0008270 GO:0003676			PTHR24375 PTHR24375:SF140	PF00098 PF07910
Cz14g20170	GO:0008171		KOG3178	PTHR11746 PTHR11746:SF63	PF16864 PF00891
Cz14g20180	GO:0008270 GO:0005524			PTHR10799 PTHR10799:SF573	PF00271 PF07496 PF00176
Cz14g20200	GO:0003677	K11251	KOG1756	PTHR23430	PF16211 PF00125
Cz14g20210	GO:0008171		KOG3178	PTHR11746 PTHR11746:SF69	PF16864 PF00891
Cz14g20230	GO:0008168 GO:0008152			PTHR10108 PTHR10108:SF708	PF08241
Cz14g21050	GO:0042393	K11420		PTHR22884 PTHR22884:SF352	PF02182
Cz14g21060	GO:0005515	K11420	KOG1082	PTHR22884 PTHR22884:SF370	PF00856
Cz14g21090	GO:0005975 GO:0004553			PTHR31451	PF00150
Cz14g21150	GO:0009976	K09834		PTHR35309 PTHR35309:SF2	PF14249
Cz14g21190	GO:0005515				PF00651
Cz14g21220	GO:0005524 GO:0003676	K14806		PTHR24031 PTHR24031:SF248	PF13959 PF00271 PF00270
Cz14g21230	GO:0006508 GO:0004197 GO:0008234		KOG1543	PTHR12411	PF03051 PF08246
Cz14g21250	GO:0006355 GO:0003700 GO:0007275	K09284		PTHR32467 PTHR32467:SF15	PF00847
Cz14g21260	GO:0019898 GO:0015979 GO:0009654 GO:0009523 GO:0005509			PTHR31407 PTHR31407:SF17	PF01789
Cz14g22040	GO:0055114 GO:0016491		KOG4254	PTHR10668 PTHR10668:SF67	PF01593
Cz14g22070	GO:0005524		KOG1002 KOG1001	PTHR10799 PTHR10799:SF65	PF00271 PF00176
