Gene ID	GO	ENZYME	PANTHER	PFAM
Phatr3_J8457	GO:0000166 GO:0003676 GO:0003723		PTHR44301	PF00076
Phatr3_J49634	GO:0005509 GO:0045454 GO:0045859 GO:0008603 GO:0005952 GO:0001932		PTHR44021	PF00027
Phatr3_J49630	GO:0016020 GO:0016021 GO:0006810 GO:0005789		PTHR22811 PTHR22811:SF31	PF01105
Phatr3_J16130	GO:0003824 GO:0008152		PTHR23089 PTHR23089:SF35	PF01230
Phatr3_J16074	GO:0003677		PTHR33175	PF00216
Phatr3_J40360	GO:0006400 GO:0008176 GO:0036265 GO:0106004			PF02390
Phatr3_J16141	GO:0035246 GO:0006479 GO:0008168		PTHR10738	PF05185 PF17285 PF17286
Phatr3_J49586	GO:0008270 GO:0046872		PTHR15710 PTHR15710:SF7	PF13639
Phatr3_J40329	GO:0005515			
Phatr3_J16065	GO:0042254 GO:0042256 GO:0003676		PTHR10927 PTHR10927:SF1	PF01172 PF09377
Phatr3_EG00322	GO:0005634 GO:0043565 GO:0006355 GO:0003700		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J49679	GO:0016787		PTHR12992 PTHR12992:SF11	PF00293
Phatr3_EG01926	GO:0005515		PTHR44149 PTHR44149:SF1	PF13812
Phatr3_J49594	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J49680	GO:0016020 GO:0016021			
Phatr3_J49556	GO:0000166 GO:0003676		PTHR13369	PF13679
Phatr3_J49652	GO:0006508 GO:0008236 GO:0005515		PTHR32060 PTHR32060:SF0	PF03572
Phatr3_J49572	GO:0005524 GO:0003677		PTHR10799 PTHR10799:SF933	PF00176 PF00271
Phatr3_J49686	GO:0005515		PTHR19959 PTHR19959:SF204	PF13374 PF13424
Phatr3_J16147	GO:0005507		PTHR21320 PTHR21320:SF3	PF04442
Phatr3_J40282	GO:0005515		PTHR24413	PF00651
Phatr3_J23365	GO:0046952 GO:0008410 GO:0008260 GO:0016740 GO:0008152 GO:0005739		PTHR13707 PTHR13707:SF23	PF01144
Phatr3_J23375	GO:0008033 GO:0017150 GO:0050660 GO:0055114		PTHR11082 PTHR11082:SF5	PF01207
Phatr3_J55070	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J40430	GO:0016740 GO:0008152 GO:0006099 GO:0016746 GO:0004149 GO:0004742 GO:0045252	2.3.1.61	PTHR43416 PTHR43416:SF5	PF00198 PF00364
Phatr3_J49638	GO:0008270 GO:0046872		PTHR44679 PTHR44679:SF3	PF13639
Phatr3_J16157	GO:0008152 GO:0016787		PTHR42904 PTHR42904:SF2	PF00293 PF02464
Phatr3_J49589	GO:0005515		PTHR22895 PTHR22895:SF0	
Phatr3_J40433	GO:0016020 GO:0015321 GO:0044341 GO:0035435 GO:0015114 GO:0016021		PTHR10010 PTHR10010:SF46	PF02690
Phatr3_J49602	GO:0003824 GO:0006508 GO:0008233 GO:0016787 GO:0008236 GO:0004252 GO:0016020 GO:0016021		PTHR24276	PF00089
Phatr3_EG01932	GO:0006355 GO:0003700 GO:0043565 GO:0005634 GO:0005515 GO:0003677		PTHR19959	PF13424
Phatr3_J49563	GO:0004563 GO:0005975 GO:0004553	3.2.1.52	PTHR22600	PF00728 PF14845
Phatr3_J49564	GO:0016020 GO:0016021			PF09612
Phatr3_J5608	GO:0008152 GO:0016874 GO:0016881 GO:0016740 GO:0000166 GO:0005524		PTHR44066	PF00179
Phatr3_J23380	GO:0016020 GO:0016021		PTHR44010 PTHR44010:SF4	PF03151
Phatr3_J40382	GO:0003824 GO:0008152 GO:0030151 GO:0030170			
Phatr3_J30486	GO:0003676 GO:0003723 GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR10871 PTHR10871:SF19	PF00416
Phatr3_J49678	GO:0003824 GO:0008152 GO:0016311 GO:0016791	3.1.3.1	PTHR11596 PTHR11596:SF5	PF00245
Phatr3_J49707	GO:0006508 GO:0004222 GO:0008237		PTHR11733 PTHR11733:SF193	PF01431 PF05649
Phatr3_J49810	GO:0016020 GO:0016021		PTHR37471	
Phatr3_J545	GO:0008152 GO:0016787 GO:0016798 GO:0005975 GO:0004553		PTHR42715 PTHR42715:SF10	PF00933 PF01915 PF14310
Phatr3_J40521	GO:0016020 GO:0006886 GO:0016192 GO:0016021 GO:0005622		PTHR21230 PTHR21230:SF26	PF05008 PF12352
Phatr3_J55102	GO:0055114 GO:0016491 GO:0016705 GO:0016117 GO:0016166	1.3.5.5	PTHR42923 PTHR42923:SF4	PF01593
Phatr3_J40581	GO:0016020 GO:0016021		PTHR13585 PTHR13585:SF13	
Phatr3_J49785	GO:0032259 GO:0006464 GO:0006479 GO:0004719		PTHR11579 PTHR11579:SF9	PF01135
Phatr3_J49826	GO:0016020 GO:0016021		PTHR34009	PF05050
Phatr3_J49716	GO:0005515			
Phatr3_J23489	GO:0016853 GO:0006457 GO:0000413 GO:0003755		PTHR10516	PF00254
Phatr3_J52607	GO:0005524 GO:0006281 GO:0005694 GO:0051276 GO:0007064 GO:0003682 GO:0005515		PTHR43977	PF02463 PF06470
Phatr3_J52619	GO:0016020 GO:0006810 GO:0055085 GO:0005215 GO:0022857 GO:0016021		PTHR42810 PTHR42810:SF2	PF00860
Phatr3_J23467	GO:0004491 GO:0055114 GO:0016491 GO:0008152 GO:0016620	1.2.1.27	PTHR43866 PTHR43866:SF3	PF00171
Phatr3_J40612	GO:0015074 GO:0003676			
Phatr3_J23472	GO:0004809 GO:0008033 GO:0003723		PTHR10631 PTHR10631:SF3	PF02005
Phatr3_J40492	GO:0016020 GO:0016021		PTHR43973 PTHR43973:SF3	PF03151
Phatr3_J30648	GO:0009765 GO:0016020 GO:0016021 GO:0016168 GO:0015979 GO:0018298 GO:0009507 GO:0009535 GO:0009579		PTHR21649 PTHR21649:SF15	PF00504
Phatr3_J40517	GO:0016020 GO:0016021		PTHR22950 PTHR22950:SF282	PF01490
Phatr3_J55096	GO:0005515			
Phatr3_J55091	GO:0003913 GO:0006281		PTHR11455 PTHR11455:SF22	PF00875 PF03441
Phatr3_J30638	GO:0003923 GO:0042765 GO:0016255 GO:0008233 GO:0006508		PTHR12000 PTHR12000:SF1	PF01650
Phatr3_J40621	GO:0000166 GO:0008152 GO:0016829 GO:0003924 GO:0005525 GO:0003941		PTHR42908 PTHR42908:SF8	PF00009 PF00679
Phatr3_J49767	GO:0008270 GO:0004842 GO:0016567		PTHR21725	
Phatr3_J40534	GO:0016020 GO:0016021			
Phatr3_J40588	GO:0016020 GO:0016021		PTHR42920 PTHR42920:SF2	PF00892
Phatr3_J49808	GO:0003677 GO:0005634 GO:0003682		PTHR13992 PTHR13992:SF7	PF00249
Phatr3_J16222	GO:0016021 GO:0000166 GO:0005524 GO:0008152 GO:0016787 GO:0006812 GO:0098655 GO:0019829 GO:0016020		PTHR24093 PTHR24093:SF300	PF00122
Phatr3_J49758	GO:0016020 GO:0016021			
Phatr3_J40578	GO:0008270 GO:0004842 GO:0016567 GO:0071596 GO:0061630		PTHR21497 PTHR21497:SF24	PF02207
Phatr3_J49791	GO:0016020 GO:0016021			
Phatr3_J40573	GO:0016020 GO:0016021		PTHR44227 PTHR44227:SF1	
Phatr3_J49822	GO:0016020 GO:0016021			PF14023
Phatr3_EG00246	GO:0016787		PTHR12905	PF00149
Phatr3_J49772	GO:0003824 GO:0006508 GO:0004252		PTHR24276	PF00089
Phatr3_J49771	GO:0007165 GO:0006629 GO:0016787 GO:0035556 GO:0008081 GO:0016042 GO:0004435 GO:0005622	3.1.4.11	PTHR10336	PF00168 PF00387 PF00388
Phatr3_J30660	GO:0005622 GO:0005840 GO:0042254		PTHR21141 PTHR21141:SF3	PF00466 PF17777
Phatr3_J49724	GO:0046872 GO:0009055 GO:0051536 GO:0005515 GO:0016020 GO:0016021 GO:0022900		PTHR23426 PTHR23426:SF34	PF00111
Phatr3_J49741	GO:0003723 GO:0006396 GO:0001510 GO:0008173 GO:0016020 GO:0016021		PTHR43191 PTHR43191:SF4	PF00588
Phatr3_J49710	GO:0016316 GO:0036092	3.1.3.66	PTHR12187 PTHR12187:SF11	
Phatr3_J40535	GO:0016020 GO:0016021			
Phatr3_J16195	GO:0020037 GO:0046872		PTHR19370 PTHR19370:SF122	PF00173
Phatr3_J51230	GO:0009765 GO:0016020 GO:0016021 GO:0016168 GO:0015979 GO:0018298 GO:0009507 GO:0009535 GO:0009579		PTHR21649 PTHR21649:SF15	PF00504
Phatr3_J5780	GO:0055114 GO:0016491 GO:0008152		PTHR42820 PTHR42820:SF1	PF00106
Phatr3_J49775	GO:0016020 GO:0016021			
Phatr3_J49717	GO:0055114 GO:0008270 GO:0016491		PTHR11695	PF00107
Phatr3_EG01916	GO:0005515			
Phatr3_J49802	GO:0016020 GO:0016021			PF11316
Phatr3_J23429	GO:0003824 GO:0006164 GO:0004643 GO:0003937	3.5.4.10 2.1.2.3	PTHR11692	PF01808 PF02142
Phatr3_J49718	GO:0016020 GO:0016021			
Phatr3_J7780	GO:0051536 GO:0016226 GO:0005198 GO:0097428		PTHR43011	PF01521
Phatr3_J49801	GO:0008270 GO:0046872 GO:0016020 GO:0016021		PTHR44541	PF13639
Phatr3_J30643	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF15	PF00504
Phatr3_J49743	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898 GO:0016020 GO:0016021		PTHR31407 PTHR31407:SF16	PF01789
Phatr3_J4048	GO:0055114 GO:0003824 GO:0050660 GO:0008033 GO:0002943 GO:0017150 GO:0046872		PTHR11082 PTHR11082:SF5	PF01207
Phatr3_J49757	GO:0016020 GO:0016021			
Phatr3_J49738	GO:0016020 GO:0016021			
Phatr3_J49807	GO:0003824 GO:0008152 GO:0030151 GO:0030170			PF03473
Phatr3_J49751	GO:0016020 GO:0016021			
Phatr3_J49783	GO:0008168 GO:0032259			PF01728
Phatr3_J49764	GO:0016020 GO:0016021 GO:0006810 GO:0022857		PTHR24089 PTHR24089:SF13	PF00153
Phatr3_J49781	GO:0005515		PTHR19959 PTHR19959:SF204	PF13374 PF13424
Phatr3_J49774	GO:0016020 GO:0016021			
Phatr3_J1971	GO:0004806 GO:0006629		PTHR14226 PTHR14226:SF10	PF01734 PF11815
Phatr3_J49805	GO:0016020 GO:0016021		PTHR36115	PF06271
Phatr3_J49787	GO:0004591 GO:0030976 GO:0055114 GO:0008152 GO:0006099 GO:0016624	1.2.4.2	PTHR23152	PF00676
Phatr3_J7293	GO:0008152 GO:0008080 GO:0009058 GO:0003824		PTHR13774	PF00583 PF02567
Phatr3_J55100	GO:0005515			
Phatr3_J49720	GO:0003677 GO:0003682		PTHR10641 PTHR10641:SF893	
Phatr3_J40525	GO:0003676		PTHR44381	PF13976
Phatr3_J49708	GO:0045017 GO:0004144 GO:0016020 GO:0016021	2.3.1.20	PTHR31650	PF03007 PF06974
Phatr3_J49812	GO:0016020 GO:0016021			
Phatr3_J16281	GO:0000166 GO:0005737 GO:0003676 GO:0003723 GO:0006412 GO:0005852 GO:0006413 GO:0003743		PTHR10352 PTHR10352:SF0	PF00076 PF12353
Phatr3_J49730	GO:0016020 GO:0016021		PTHR40057	
Phatr3_J42322	GO:0000166 GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR11909 PTHR11909:SF298	PF00069
Phatr3_J40550	GO:0016020 GO:0016021			
Phatr3_J23497	GO:0016887 GO:0042626 GO:0005524 GO:0055085 GO:0016021		PTHR19229	PF00005 PF12698
Phatr3_EG02223	GO:0016020 GO:0000166 GO:0005524 GO:0006508 GO:0004222 GO:0016021		PTHR23076	PF00004 PF01434
Phatr3_J49769	GO:0016020 GO:0016021		PTHR27000	
Phatr3_J40510	GO:0008152 GO:0016757		PTHR11183	
Phatr3_J40606	GO:0005515		PTHR13950 PTHR13950:SF9	PF12234
Phatr3_J55097	GO:0005509 GO:0016020 GO:0016021			PF13833
Phatr3_J16168	GO:0006508 GO:0008233 GO:0016787 GO:0004190		PTHR13683 PTHR13683:SF230	PF00026
Phatr3_J30615	GO:0016853 GO:0006457 GO:0000413 GO:0003755		PTHR10516 PTHR10516:SF341	PF00254
Phatr3_J49777	GO:0055114 GO:0016491		PTHR43625 PTHR43625:SF5	PF00248
Phatr3_J49733	GO:0016020 GO:0016021			
Phatr3_J30572	GO:0006434 GO:0004828 GO:0005737 GO:0006418 GO:0004812 GO:0000166 GO:0005524	6.1.1.11	PTHR11778 PTHR11778:SF7	PF00587 PF02403
Phatr3_J40593	GO:0016021 GO:0016020		PTHR43701	PF01925
Phatr3_J49800	GO:0097372 GO:0070933 GO:0070932 GO:0061647 GO:0046970 GO:0046969 GO:0034739 GO:0032129 GO:0032041 GO:0031078 GO:0016575 GO:0004407 GO:0006355 GO:0006351 GO:0016787 GO:0005634 GO:0046872 GO:0006325		PTHR10625 PTHR10625:SF171	PF00850
Phatr3_J16210	GO:0016020 GO:0016021 GO:0006810 GO:0055085 GO:0022857 GO:0005509		PTHR24089 PTHR24089:SF13	PF00153
Phatr3_J40626	GO:0003723		PTHR12299 PTHR12299:SF17	PF04774
Phatr3_J49818	GO:0008270 GO:0046872			
Phatr3_J30585	GO:0005524 GO:0003676 GO:0008152 GO:0016787 GO:0004386		PTHR14025 PTHR14025:SF27	PF00270 PF00271 PF02559
Phatr3_J30620	GO:0016020 GO:0016021 GO:0006810 GO:0055085 GO:0005215 GO:0022857		PTHR23503	PF00083
Phatr3_J40611	GO:0003676 GO:0015074			
Phatr3_J49725	GO:0010468 GO:0005777		PTHR14379 PTHR14379:SF3	PF01936
Phatr3_J49712	GO:0000166 GO:0005524 GO:0008152 GO:0007018 GO:0008017 GO:0003777		PTHR24115	
Phatr3_J49782	GO:0008270 GO:0003824 GO:0008152 GO:0016787			PF00383
Phatr3_J16262	GO:0005524 GO:0003677 GO:0004003 GO:0006338 GO:0006281 GO:0032508		PTHR10799 PTHR10799:SF813	PF00176 PF00271
Phatr3_J40608	GO:0003676 GO:0015074			
Phatr3_J49726	GO:0016020 GO:0000166 GO:0005524 GO:0016887 GO:0016021		PTHR19241 PTHR19241:SF262	PF00005 PF01061
Phatr3_J49829	GO:0005506 GO:0055114 GO:0016491 GO:0010181 GO:0016020 GO:0016021		PTHR19384 PTHR19384:SF84	PF00258
Phatr3_J49817	GO:0051726		PTHR22896 PTHR22896:SF0	PF00134
Phatr3_J49734	GO:0016020 GO:0016021		PTHR32026 PTHR32026:SF10	PF13383
Phatr3_J23444	GO:0000166 GO:0003924 GO:0005525		PTHR42908 PTHR42908:SF4	PF00009 PF00679 PF03144
Phatr3_J16162	GO:0016891 GO:0042779		PTHR12553 PTHR12553:SF44	PF00753
Phatr3_J55108	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015	PF00447
Phatr3_J49765	GO:0006508 GO:0008234		PTHR12606 PTHR12606:SF93	PF02902
Phatr3_J23582	GO:0006606 GO:0006886 GO:0008536		PTHR10527 PTHR10527:SF6	PF12755
Phatr3_J30670	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR10442 PTHR10442:SF0	PF01249
Phatr3_J49960	GO:0008168 GO:0016020 GO:0016021 GO:0032259			PF08241
Phatr3_EG01907	GO:0000166 GO:0016021		PTHR42861 PTHR42861:SF35	PF00122 PF00689 PF00690 PF00702 PF13246
Phatr3_J55126	GO:0047334 GO:0006002 GO:0003872 GO:0006096 GO:0016301 GO:0016310 GO:0046835 GO:0016740 GO:0046872 GO:0005737 GO:0061615	2.7.1.11 2.7.1.90	PTHR43650 PTHR43650:SF1	PF00365
Phatr3_J16363	GO:0005506 GO:0055114 GO:0016491 GO:0016706 GO:0016705 GO:0031418		PTHR10869 PTHR10869:SF123	PF13640
Phatr3_J49849	GO:0016021 GO:0000139 GO:0005351 GO:0008643 GO:0090481 GO:0015165 GO:0016020		PTHR10231 PTHR10231:SF3	PF04142
Phatr3_J49902	GO:0006529 GO:0004066		PTHR11772 PTHR11772:SF3	PF00733
Phatr3_J40779	GO:0016021 GO:0055085 GO:0016020		PTHR23517	PF07690
Phatr3_J49855	GO:0016020 GO:0016021			
Phatr3_J49898	GO:0008152 GO:0008168 GO:0032259 GO:0016020 GO:0016021			PF08241 PF13524
Phatr3_J49944	GO:0008152 GO:0008146			PF00685
Phatr3_J40691	GO:0055085 GO:0016021 GO:0016020		PTHR23515 PTHR23515:SF2	PF07690
Phatr3_EG02222	GO:0008746 GO:0055114 GO:0016021 GO:0050661 GO:0008750 GO:1902600 GO:0016020	1.6.1.2	PTHR10160	PF01262 PF02233 PF05222 PF12769
Phatr3_J16283	GO:0016709 GO:0006744 GO:0071949 GO:0050660 GO:0055114		PTHR43876 PTHR43876:SF7	PF01494
Phatr3_J55114				
Phatr3_J49926	GO:0016020			PF02517
Phatr3_J23598	GO:0055114 GO:0006096 GO:0016491 GO:0051287 GO:0004365 GO:0006006 GO:0016620 GO:0050661 GO:0000166	1.2.1.12	PTHR42955	PF00044 PF02800
Phatr3_EG00212	GO:0005634 GO:0043565 GO:0006355 GO:0003700		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J49860	GO:0005856 GO:0006909		PTHR12771	PF04727
Phatr3_J42329	GO:0016020 GO:0016021		PTHR35302	PF12046
Phatr3_J6066	GO:0016020 GO:0016021		PTHR21706	PF10507
Phatr3_J49921	GO:0043130 GO:0004190 GO:0006508		PTHR12917 PTHR12917:SF1	PF09668
Phatr3_J49937	GO:0005634 GO:0003677			
Phatr3_J40753	GO:0005634		PTHR10177 PTHR10177:SF228	PF00134 PF02984
Phatr3_J49881	GO:0005515		PTHR24412 PTHR24412:SF250	PF13418
Phatr3_J49838	GO:0003677 GO:0003682 GO:0005634			
Phatr3_J23557	GO:0016021 GO:0055085 GO:0006812 GO:0008324 GO:0098655 GO:0016020		PTHR11562 PTHR11562:SF81	PF01545
Phatr3_J23646	GO:0016020 GO:0005524 GO:0006508 GO:0004222 GO:0000166		PTHR43655	PF00004 PF01434 PF17862
Phatr3_J16376	GO:0016020 GO:0006629 GO:0006633 GO:0006631 GO:0016021 GO:0016740 GO:0102336 GO:0102337 GO:0102338 GO:0102756	2.3.1.199	PTHR11157 PTHR11157:SF17	PF01151
Phatr3_J40749	GO:0006486 GO:0016757 GO:0016020 GO:0016021		PTHR11062	PF03016
Phatr3_EG00223	GO:0005840 GO:0006412 GO:0003735			
Phatr3_J49980	GO:0016020 GO:0016021		PTHR23033 PTHR23033:SF14	
Phatr3_J7784	GO:0045454		PTHR34573	PF00085
Phatr3_J49839	GO:0000166 GO:0005524 GO:0005515		PTHR19959 PTHR19959:SF204	PF05729
Phatr3_J40761	GO:0016020 GO:0016021			
Phatr3_J49878	GO:0005509 GO:0016020 GO:0016021			
Phatr3_J51242	GO:0006166 GO:0004001 GO:0016773 GO:0006167	2.7.1.20	PTHR10584 PTHR10584:SF24	PF00294
Phatr3_EG00205	GO:0003676	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J16334	GO:0016020 GO:0016021		PTHR34679 PTHR34679:SF2	PF13301
Phatr3_J16391	GO:0016020 GO:0005524 GO:0006508 GO:0004222 GO:0016021 GO:0008270 GO:0000166		PTHR43655 PTHR43655:SF2	PF00004 PF01434 PF06480 PF17862
Phatr3_J16375	GO:0004735 GO:0055114 GO:0006561	1.5.1.2	PTHR11645 PTHR11645:SF31	PF03807 PF14748
Phatr3_J16286	GO:0016020 GO:0016021 GO:0006810 GO:0055085 GO:0022857		PTHR24089 PTHR24089:SF418	PF00153
Phatr3_J16343	GO:0006826 GO:0008199 GO:0006879 GO:0016491 GO:0055114 GO:0046872 GO:0005623 GO:0004322		PTHR11431 PTHR11431:SF4	PF00210
Phatr3_J49927	GO:0016020 GO:0016021			
Phatr3_J16341	GO:0016020 GO:0016021 GO:0055085		PTHR10778 PTHR10778:SF18	PF08449
Phatr3_J40744	GO:0006508 GO:0008233 GO:0016020 GO:0016021		PTHR41775	PF05547
Phatr3_EG00213	GO:0005515			PF00023
Phatr3_EG02220	GO:0005515		PTHR13743	PF00400 PF02138 PF14844 PF15787
Phatr3_J49932	GO:0005515		PTHR10648 PTHR10648:SF1	PF02985 PF17820
Phatr3_J49872	GO:0016020 GO:0016021			
Phatr3_J49856	GO:0016020 GO:0000166 GO:0005524 GO:0016887 GO:0016021		PTHR19241 PTHR19241:SF262	PF00005 PF01061
Phatr3_J40647	GO:0016052 GO:0004553 GO:0030246		PTHR35532	PF06452
Phatr3_J23639	GO:0070569 GO:0016740 GO:0016779 GO:0008152 GO:0003983		PTHR11952 PTHR11952:SF9	PF01704
Phatr3_J49836	GO:0042765 GO:0016255 GO:0016020 GO:0016021		PTHR12959	PF04113
Phatr3_J40783	GO:0055114 GO:0003824 GO:0030554 GO:0050660 GO:0016614 GO:0016020 GO:0016021		PTHR22777 PTHR22777:SF3	PF00571 PF01595 PF03471
Phatr3_J49918	GO:0006508 GO:0008233			PF05547
Phatr3_EG00208	GO:0006486 GO:0016757		PTHR11062	PF03016
Phatr3_J55122	GO:0000166 GO:0005524		PTHR19375 PTHR19375:SF90	PF00012
Phatr3_J55112	GO:0009642		PTHR33401 PTHR33401:SF1	
Phatr3_EG01911	GO:0006355 GO:0008270		PTHR31669	
Phatr3_EG00215	GO:0004185 GO:0006508		PTHR11802 PTHR11802:SF197	PF00450
Phatr3_J6645	GO:0008152 GO:0016881 GO:0016020 GO:0016021		PTHR44235	PF00179
Phatr3_J49837	GO:0016020 GO:0016021			
Phatr3_J23547	GO:0000166 GO:0005524 GO:0005737 GO:0004812 GO:0006418 GO:0004827 GO:0006433 GO:0002161	6.1.1.15	PTHR43382 PTHR43382:SF2	PF00587 PF03129 PF04073 PF09180
Phatr3_J16302	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF15	PF00504
Phatr3_J49977	GO:0005515			
Phatr3_J6756	GO:0008152 GO:0016787 GO:0047429 GO:0009143	3.6.1.66	PTHR11067	PF01725
Phatr3_J49938	GO:0005634 GO:0003677		PTHR13711	PF00505
Phatr3_J16364	GO:0048015 GO:0006661 GO:0004430 GO:0016740 GO:0016301 GO:0016310 GO:0016772 GO:0016773 GO:0046854 GO:0005622		PTHR10048 PTHR10048:SF22	PF00454
Phatr3_J49858	GO:0005515			
Phatr3_J49842	GO:0016020 GO:0015321 GO:0044341 GO:0035435 GO:0015114 GO:0016021		PTHR10010 PTHR10010:SF46	PF02690
Phatr3_EG01908	GO:0000166 GO:0016021		PTHR42861 PTHR42861:SF35	PF00122 PF00689 PF00690 PF00702
Phatr3_J6402	GO:0006508 GO:0004222 GO:0005524 GO:0016020 GO:0016021		PTHR33471 PTHR33471:SF5	
Phatr3_J49877	GO:0016020 GO:0016021			
Phatr3_J40690	GO:0016020 GO:0006508 GO:0008233 GO:0016787 GO:0004222 GO:0008237		PTHR22726 PTHR22726:SF1	PF01435
Phatr3_J1241	GO:0016853 GO:0003677 GO:0003917 GO:0006265 GO:0003916		PTHR42785	PF00505 PF01131 PF01751 PF13368
Phatr3_J49969	GO:0005737 GO:0005634		PTHR12225	PF16550
Phatr3_J49871	GO:0016020 GO:0016021			
Phatr3_J49936	GO:0016021 GO:0055085 GO:0016020		PTHR10924 PTHR10924:SF6	PF07690
Phatr3_J16295	GO:0055114 GO:0016491 GO:0008152		PTHR43391 PTHR43391:SF27	PF00106
Phatr3_J49945	GO:0008152 GO:0008146 GO:0016020 GO:0016021			PF00685
Phatr3_J49897	GO:0006511 GO:0005634 GO:0004175 GO:0004298 GO:0005839 GO:0019773 GO:0051603 GO:0016787 GO:0005737 GO:0008233 GO:0006508 GO:0000502		PTHR11599 PTHR11599:SF16	PF00227 PF10584
Phatr3_J40634	GO:0000166 GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674 GO:0016020 GO:0016021		PTHR23257	PF00069 PF03382
Phatr3_J49843	GO:0016020 GO:0016021		PTHR42893 PTHR42893:SF9	PF14667
Phatr3_J16401	GO:0016020 GO:0016021 GO:0055085		PTHR10778 PTHR10778:SF18	PF08449
Phatr3_EG02221	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF15	PF00226 PF00504
Phatr3_J40650	GO:0003824 GO:0009058 GO:0009435 GO:0016779	2.7.7.18	PTHR39321	PF01467
Phatr3_J49833	GO:0008270 GO:0046872 GO:0043547 GO:0005096		PTHR23180 PTHR23180:SF200	PF01412
Phatr3_J49889	GO:0016020 GO:0016021		PTHR31485 PTHR31485:SF7	
Phatr3_J49867	GO:0016020 GO:0006629 GO:0006633 GO:0006631 GO:0016021 GO:0016740 GO:0102336 GO:0102337 GO:0102338 GO:0102756	2.3.1.199	PTHR11157 PTHR11157:SF17	PF01151
Phatr3_J5512	GO:0030170	5.1.1.1	PTHR10146 PTHR10146:SF5	PF01168
Phatr3_J7959	GO:0003677 GO:0003682		PTHR10641 PTHR10641:SF713	PF00249 PF13921
Phatr3_J49924	GO:0055114 GO:0008270 GO:0016491 GO:0003824 GO:0016787 GO:0016706		PTHR10209 PTHR10209:SF228	PF00383 PF03171 PF14226
Phatr3_J16379	GO:0000166 GO:0005524 GO:0003774 GO:0008152 GO:0016459 GO:0005515		PTHR13140 PTHR13140:SF668	PF00063
Phatr3_J49851	GO:0005515		PTHR44149 PTHR44149:SF1	PF01535
Phatr3_J49978	GO:0016020		PTHR10361 PTHR10361:SF28	PF01758
Phatr3_J40689	GO:0007165 GO:0008152 GO:0004114 GO:0009190 GO:0016849 GO:0035556		PTHR11920 PTHR11920:SF335	PF00211 PF00233
Phatr3_J30770	GO:0020037 GO:0046872 GO:0016020 GO:0016021		PTHR19359 PTHR19359:SF14	PF00173
Phatr3_J49903	GO:0003824 GO:0008152 GO:0030170		PTHR42699	PF01053
Phatr3_J40731	GO:0016020 GO:0016021		PTHR22950 PTHR22950:SF458	PF01490
Phatr3_J49850	GO:0016020 GO:0016021			
Phatr3_J40644	GO:0042597 GO:0008152 GO:0016829 GO:0016020 GO:0016021	4.2.2.3		PF05426
Phatr3_J40896	GO:0005515		PTHR24153 PTHR24153:SF8	PF12796
Phatr3_J16517	GO:0022857		PTHR24089 PTHR24089:SF41	PF00153
Phatr3_J50048	GO:0000956		PTHR15588	PF01423
Phatr3_J50002	GO:0005515 GO:0016020 GO:0016021		PTHR44149	PF01535
Phatr3_J40841	GO:0006913 GO:0007165 GO:0000166 GO:0003924 GO:0005525 GO:0006886 GO:0007264 GO:0005634 GO:0015031		PTHR24071 PTHR24071:SF15	PF00071
Phatr3_J30810	GO:0016020 GO:0016021		PTHR31652	PF04791
Phatr3_J16481	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF7	PF00504
Phatr3_J23694	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24349	PF00069
Phatr3_J40844	GO:0008536 GO:0005515			PF03378
Phatr3_J40861	GO:0008152 GO:0008146 GO:0016020 GO:0016021			PF00685
Phatr3_J16511	GO:0003723 GO:0005622 GO:0006412 GO:0003735 GO:0005840 GO:0019843		PTHR10986	PF00453
Phatr3_J30786	GO:0016853 GO:0046872 GO:0005975 GO:0006098 GO:0042732 GO:0009045	5.3.1.5	PTHR32176 PTHR32176:SF0	
