Gene ID	GO	KO	PFAM
SM000126S26290	GO:0008080 GO:0016747		PF00583 PF13673 PF08445 PF13508 PF12568
SM000126S26291	GO:0006511	K03094	PF01466 PF03931
SM000126S26294	GO:0004812 GO:0005524 GO:0043039	K01885	PF00749
SM000126S26295	GO:0016161 GO:0000272	K01177	PF01373
SM000126S26299	GO:0003824 GO:0046537 GO:0046872		PF10143 PF01676
SM000126S26303	GO:0004553 GO:0005975		PF01055
SM000126S26305	GO:0005515		PF02213
SM000126S26307	GO:0005515	K14018	PF08324 PF09070 PF00400
SM000126S26308	GO:0022857 GO:0055085 GO:0016021		PF07690 PF00083
SM000126S26312	GO:0004672 GO:0005524 GO:0006468 GO:0005509	K13412	PF00069 PF07714 PF13499 PF13405 PF13202 PF13833
SM000126S26314	GO:0008236 GO:0006508	K01070	PF00756 PF00326
SM000126S26315	GO:0008168		PF08241 PF13649 PF08242 PF13847 PF13489 PF01209 PF07021
SM000126S26316	GO:0008233 GO:0006508	K04773	PF01343
SM000126S26317	GO:0006886	K15436	PF03810 PF08389
SM000126S26319	GO:0008171		PF01596 PF13578
SM000126S26320	GO:0001522 GO:0042254 GO:0004045	K11128	PF04410 PF01981
SM000126S26321	GO:0003824 GO:0051536	K03644	PF16881 PF04055
SM000126S26324	GO:0000340 GO:0003729		PF10309
SM000126S26329	GO:0003824 GO:0050660 GO:0016491	K00102	PF02913 PF01565
SM000126S26332	GO:0051539	K03942	PF01512 PF10589 PF10531
SM000126S26336	GO:0008703 GO:0009231	K11752	PF01872 PF08719
SM000126S26338	GO:0046872	K24273	PF00642
SM000126S26339	GO:0016787	K04460	PF00149 PF08321 PF13431
SM000126S26341	GO:0004367 GO:0005975 GO:0016616 GO:0051287 GO:0046168	K00006	PF07479 PF01210
SM000126S26343	GO:0003735 GO:0019843 GO:0006412 GO:0005840	K02933	PF00347
SM000126S26344	GO:0097367 GO:1901135	K00820	PF01380 PF13522 PF13537
SM000126S26345	GO:0004553 GO:0005975 GO:0030674 GO:0051015		PF00150 PF06268
SM000126S26346	GO:0046855		PF00459
SM000126S26347	GO:0034227 GO:0005737	K12161	PF09138
SM000126S26350	GO:0005515		PF00917
SM000126S26351	GO:0008168	K22855	PF10237
SM000126S26354	GO:0005525 GO:0003723 GO:0003735 GO:0006412 GO:0005840		PF00025 PF00416
SM000126S26355	GO:0005515 GO:0004672 GO:0006468 GO:0005524		PF13855 PF07714 PF00069 PF00560
SM000126S26357	GO:0016020 GO:0016787	K01956	PF02714 PF00988 PF00117 PF13967 PF14703 PF07722
SM000126S26359	GO:0008081 GO:0006629		PF03009
SM000127S26601	GO:0003743 GO:0005737 GO:0005852		PF08597
SM000127S26602	GO:0003735 GO:0006412 GO:0005840	K02953	PF08069 PF00312
SM000127S26603	GO:0006367 GO:0005634	K03135	PF04719
SM000127S26608	GO:0022857 GO:0055085 GO:0016021		PF07690 PF00083 PF06779
SM000127S26610	GO:0016627 GO:0006629	K12345	PF02544
SM000127S26611	GO:0005524	K10756	PF08542 PF13177 PF00004
SM000127S26617	GO:0009507 GO:0004616 GO:0006098 GO:0050661		PF16940 PF00393 PF03446
SM000127S26618	GO:0003735 GO:0006412 GO:0005840	K02892	PF00276
SM000127S26636	GO:0003678 GO:0005524 GO:0006260	K10870	PF08423 PF13481 PF06745 PF03796
SM000127S26642	GO:0005198 GO:0005515 GO:0006886 GO:0016192 GO:0030126 GO:0030117	K05236	PF06957 PF04053 PF00400
SM000127S26644	GO:0016614 GO:0050660	K17756	PF00732 PF05199
SM000127S26646	GO:0006886 GO:0016192 GO:0030117 GO:0030131	K12392	PF01602 PF09066 PF12717 PF02883
SM000127S26647	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714 PF12796 PF13637
SM000127S26652	GO:0003676 GO:0005524 GO:0043138 GO:0006260 GO:0006281	K10901	PF00271 PF00270 PF16124 PF00570 PF09382
SM000127S26659	GO:0016021	K24195	PF03124 PF03105
SM000127S26660	GO:0008168	K00574	PF02353 PF13649 PF08241
SM000127S26661	GO:0003824	K17500	PF00481
SM000127S26662	GO:0016614 GO:0050660	K00108	PF00732 PF05199
SM000127S26665	GO:0006629		PF00487
SM000127S26668	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
SM000128S26191	GO:0000166	K10990	PF16099
SM000128S26192	GO:0005096	K12493	PF01412
SM000128S26195	GO:0051082 GO:0006457 GO:0005737		PF01430
SM000128S26196	GO:0005506 GO:0051536 GO:0016226	K22074	PF08712 PF01106
SM000128S26198	GO:0003676 GO:0005515	K11593	PF02171 PF16486 PF02170 PF08699 PF16488
SM000128S26199	GO:0046872 GO:0030001	K17686	PF00122 PF00702 PF00403 PF08282
SM000128S26201	GO:0045454		PF00085
SM000128S26203	GO:0042254 GO:0005634	K14852	PF04939
SM000128S26205	GO:0005524 GO:0042626 GO:0055085 GO:0016021		PF00664
SM000128S26208	GO:0003723 GO:0009982 GO:0001522 GO:0009451	K06180	PF00849 PF01479
SM000128S26209	GO:0016491		PF13450 PF01593 PF07992
SM000128S26210	GO:0003723 GO:0009982 GO:0001522 GO:0009451		PF00849 PF01479
SM000128S26215	GO:0005515		PF00856
SM000128S26220	GO:0005515		PF13354 PF00628 PF00856 PF13831 PF00855 PF13832
SM000128S26227	GO:0003824		PF00501 PF00550
SM000128S26228	GO:0055085 GO:0016021 GO:0003723 GO:0016787 GO:0030145	K12613	PF03547 PF05026 PF00293
SM000128S26229	GO:0004671 GO:0006481 GO:0016021 GO:0016627 GO:0006629		PF06966 PF04191 PF04140 PF02544
SM000128S26234	GO:0043015	K16569	PF04130 PF17681
SM000128S26238	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
SM000128S26242	GO:0003824	K01090	PF00481
SM000128S26243	GO:0000160		PF00072 PF02518
SM000128S26244	GO:0005515		PF00400 PF14634
SM000128S26247	GO:0016787		PF00293
SM000128S26248	GO:0005524 GO:0009378 GO:0006281 GO:0006310 GO:0016887		PF00004 PF17862 PF05496 PF07728
SM000128S26250	GO:0016021	K03118	PF00902
SM000128S26252	GO:0005525 GO:0003924	K07952	PF00025 PF08477 PF00071
SM000128S26258	GO:0015144 GO:0034219 GO:0016021		PF07857 PF06800
SM000129S26113	GO:0008134 GO:0042803 GO:0070840		PF10473
SM000129S26114	GO:0016787		PF01979 PF07969
SM000129S26115	GO:0008113		PF01625
SM000129S26118	GO:0003700 GO:0006355		PF07716
SM000129S26120	GO:0005515		PF00397
SM000129S26121	GO:0008641	K11996	PF00899
SM000129S26122	GO:0003755		PF00254
SM000129S26123	GO:0007064 GO:0031390		PF09696
SM000129S26124	GO:0008168		PF08241 PF13649 PF13847 PF02353 PF08242 PF13489
SM000129S26126	GO:0051537 GO:0043231	K23882	PF09360
SM000129S26129	GO:0005515 GO:0008270		PF00856 PF07496
SM000129S26131	GO:0003677 GO:0004518	K08991	PF02732
SM000129S26132	GO:0003755		PF00254
SM000129S26134	GO:0003924 GO:0019001 GO:0031683 GO:0007186		PF00503
SM000129S26137	GO:0009055		PF02298
SM000129S26138	GO:0003924 GO:0005525	K12852	PF00009 PF00679 PF03764 PF03144
SM000129S26141	GO:0003824	K18482	PF01063
SM000129S26152	GO:0045454		PF00085 PF13905
SM000129S26156	GO:0003824 GO:0004672 GO:0006468 GO:0005524		PF00481 PF07714 PF00069
SM000129S26157	GO:0008233 GO:0006508	K01369	PF01650
SM000129S26164	GO:0003725		PF06658
SM000129S26166	GO:0016192 GO:0030008		PF04099
SM000129S26167	GO:0008531 GO:0009231 GO:0008168	K00861	PF01687 PF13649 PF08241 PF13489 PF08242 PF13847
SM000129S26168	GO:0009058		PF00793
SM000129S26169	GO:0071949	K06126	PF01494
SM000129S26171	GO:0005515 GO:0005216 GO:0006811 GO:0055085 GO:0016020		PF12796 PF13637 PF11834 PF13857 PF13606 PF00023 PF00520 PF00027 PF07885
SM000129S26172	GO:0000977 GO:0032422		PF04845
SM000129S26173	GO:0008299	K00787	PF00348
SM000130S27078	GO:0003712 GO:0006355	K14972	PF16987 PF02172
SM000130S27079	GO:0016255 GO:0042765	K05292	PF04113
SM000130S27081	GO:0009055 GO:0051536		PF13510 PF00111
SM000130S27084	GO:0005216 GO:0006811 GO:0055085 GO:0016020	K05391	PF00520 PF00027
SM000130S27088	GO:0003677 GO:0006260 GO:0005664	K02608	PF05460
SM000130S27089	GO:0005524	K00938	PF00288
SM000130S27090	GO:0030234 GO:0042176 GO:0000502	K03033	PF08375 PF01399
SM000130S27092	GO:0005524 GO:0016301	K00876	PF00485 PF01928
SM000130S27093	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000130S27094	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225 PF16796 PF09379 PF00373
SM000130S27096	GO:0000398	K12834	PF03660
SM000130S27099	GO:0003755 GO:0000413	K01802	PF00160
SM000130S27101	GO:0003723 GO:0005515	K03260	PF02854 PF02847
SM000130S27102	GO:0005524	K10841	PF00176 PF00271
SM000130S27103	GO:0003729 GO:0006376 GO:0005685		PF03194
SM000130S27105	GO:0003735 GO:0006412 GO:0005840	K14409	PF01251 PF10373 PF10374
SM000130S27107	GO:0016491	K12259	PF01593 PF13450
SM000130S27109	GO:0016021		PF03694
SM000130S27110	GO:0005515	K23314	PF00400
SM000130S27111	GO:0033926		PF12899
SM000130S27112	GO:0017176 GO:0006506 GO:0016021	K03859	PF06432
SM000130S27114	GO:0016491		PF00175
SM000130S27115	GO:0046872	K11982	PF13639 PF13923 PF17123 PF00097
SM000130S27117	GO:0004672 GO:0005524 GO:0006468	K20606	PF00069 PF07714
SM000130S27119	GO:0004222 GO:0006508 GO:0005515		PF02163 PF00595 PF13180 PF17820
SM000130S27120	GO:0005515	K07199	PF16561 PF04739
SM000130S27124	GO:0016301		PF00781
SM000130S27125	GO:0003755		PF13616 PF00639
SM000130S27129	GO:0016787	K15423	PF00149
SM000130S27130	GO:0006629		PF01764
SM000130S27132	GO:0006629 GO:0016042		PF01764 PF03893
SM000130S27136	GO:0055085 GO:0016021		PF03600
SM000131S26681	GO:0003735 GO:0006412 GO:0005840	K02910	PF01198
SM000131S26682	GO:0003899 GO:0046983 GO:0006351	K03011	PF01000 PF01193
SM000131S26683	GO:0005247 GO:0006821 GO:0055085 GO:0016020		PF00654 PF00571
SM000131S26685	GO:0008168 GO:0008171		PF08241 PF13649 PF08242 PF01209 PF13489 PF13847 PF05175 PF00891 PF06080
SM000131S26686	GO:0005484 GO:0006890	K08497	PF03908
SM000131S26689	GO:0005515	K14961	PF00400
SM000131S26691	GO:0001522 GO:0042254	K14763	PF04410
SM000131S26693	GO:0016070	K01522	PF09088 PF09090 PF01230
SM000131S26696	GO:0003676 GO:0005524	K14805	PF00270 PF00271
SM000131S26697	GO:0016628 GO:0016126 GO:0016020	K00222	PF01222 PF06966
SM000131S26699	GO:0003677 GO:0006351 GO:0042025	K03005	PF06870
SM000131S26700	GO:0005515	K24810	PF00415 PF13540 PF12796 PF00023
SM000131S26702	GO:0005247 GO:0006821 GO:0055085 GO:0016020		PF00654 PF00571
SM000131S26703	GO:0071569	K12162	PF03671
SM000131S26705	GO:0008270	K17808	PF05180
SM000131S26706	GO:0016020		PF02694
SM000131S26708	GO:0005515	K00799	PF13417 PF13409 PF13410
SM000131S26709	GO:0006364		PF01782
SM000131S26712	GO:0004197 GO:0071586 GO:0016020		PF02517
SM000131S26715	GO:0016620 GO:0051287 GO:0046983 GO:0008652	K00145	PF01118 PF02774
SM000131S26716	GO:0016787		PF00149
SM000131S26717	GO:0003824 GO:0009058	K01409	PF00814 PF02543
SM000131S26724	GO:0005525 GO:0003924	K17065	PF01031 PF00350 PF02212 PF01926
SM000131S26725	GO:0046923 GO:0006621 GO:0016021	K10949	PF00810 PF05421
SM000131S26727	GO:0015979 GO:0009522 GO:0016020	K02698	PF01241
SM000131S26729	GO:0003677 GO:0000723 GO:0043047		PF02765 PF16686
SM000131S26730	GO:0016021		PF01925
SM000131S26731	GO:0046872 GO:0030001		PF00403
SM000131S26734	GO:0017196 GO:0031417	K20823	PF04112
SM000131S26735	GO:0005319 GO:0006869 GO:0016021	K06316	PF04506
SM000131S26742	GO:0016491 GO:0046872	K00106	PF02738 PF00941 PF03450 PF01315 PF01799
SM000131S26743	GO:0004672 GO:0005524 GO:0006468	K17545	PF00069 PF07714
SM000131S26744	GO:0018279 GO:0005789	K12670	PF03345
SM000131S26745	GO:0016702	K23953	PF07847
SM000131S26746	GO:0003677	K10838	PF10405 PF03835 PF10403 PF10404
SM000131S26747	GO:0016021		PF02990
SM000131S26748	GO:0006511	K14016	PF03152
SM000131S26749	GO:0004197 GO:0071586 GO:0016020		PF02517
SM000131S26750	GO:0016021	K17086	PF02990
SM000131S26751	GO:0004298 GO:0051603 GO:0005839		PF00227
SM000131S26753	GO:0016301 GO:0032958	K00915	PF03770
SM000131S26754	GO:0016021		PF03798
SM000131S26756	GO:0003723 GO:0003676 GO:0006396	K00962	PF01138 PF03725 PF00013 PF00575 PF03726
SM000131S26758	GO:0004556 GO:0005509 GO:0005975 GO:0003824	K01176	PF07821 PF00128
SM000131S26759	GO:0003677 GO:0006352		PF00352
SM000131S26760	GO:0005515	K11807	PF00400
SM000131S26761	GO:0005515 GO:0008080	K06062	PF00439 PF00583 PF13673
SM000131S26762	GO:0005524 GO:0016887	K03065	PF00004 PF16450 PF17862 PF07728 PF07724
SM000131S26763	GO:0005524	K22531	PF00004 PF17862 PF01695 PF07724
SM000131S26764	GO:0004420 GO:0015936 GO:0005524	K00021	PF00368 PF00004
SM000131S26765	GO:0030014		PF10155
SM000132S26854	GO:0022857 GO:0055085 GO:0005886		PF04632 PF13515
SM000132S26856	GO:0005515		PF00514 PF00168
SM000132S26857	GO:0005515		PF02020
SM000132S26858	GO:0005525 GO:0000166		PF01018 PF01926 PF09269 PF02421
SM000132S26860	GO:0046983		PF00010
SM000132S26862	GO:0004553 GO:0005975	K07407	PF16499 PF17801
SM000132S26863	GO:0005515	K24742	PF00400
SM000132S26864	GO:0005515		PF12014 PF02151
SM000132S26865	GO:0019915	K19365	PF06775
SM000132S26869	GO:0045735		PF00190
SM000132S26871	GO:0042254 GO:0005730	K14843	PF06732
SM000132S26872	GO:0003676 GO:0008408 GO:0006139 GO:0002161		PF01612 PF00035 PF04073
SM000132S26873	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0003676	K04567	PF00152 PF01336
SM000132S26880	GO:0008080 GO:0016747	K00670	PF00583 PF13673 PF13508 PF13302 PF08445
SM000132S26881	GO:0008233 GO:0006508		PF02557
SM000132S26883	GO:0003676 GO:0005634	K12830	PF10433 PF03178
SM000132S26886	GO:0015018 GO:0016020	K20871	PF03360
SM000132S26888	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069 PF12819 PF11721
SM000132S26889	GO:0016491 GO:0030151		PF03404 PF00174
SM000132S26890	GO:0016757	K13680	PF13632 PF13641 PF00535 PF13506
SM000132S26894	GO:0019905		PF09728
SM000132S26896	GO:0016021		PF02990
SM000132S26897	GO:0016021		PF02990
SM000132S26901	GO:0004672 GO:0005524 GO:0006468 GO:0005515		PF00069 PF07714 PF13855 PF08263
SM000132S26902	GO:0003676	K11093	PF12220 PF00076
SM000132S26903	GO:0005509		PF13405 PF13202
SM000132S26905	GO:0008612	K00809	PF01916
SM000132S26906	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000132S26907	GO:0015031		PF04278
SM000132S26911	GO:0016579	K11855	PF00443 PF13423
SM000132S26912	GO:0000398 GO:0017070 GO:0030623 GO:0003723 GO:0005515	K12856	PF08083 PF12134 PF10596 PF08082 PF10597 PF08084 PF10598 PF01398
SM000132S26915	GO:0030488 GO:0031515	K03256	PF04189
SM000132S26916	GO:0003677 GO:0003678 GO:0005524 GO:0003676 GO:0004386 GO:0016818 GO:0006139	K15362	PF06733 PF13307
SM000133S26770	GO:0003677 GO:0000786	K11251	PF00125 PF16211
SM000133S26772	GO:0003677 GO:0003700 GO:0006355		PF02362 PF00847
SM000133S26777	GO:0008519 GO:0015696 GO:0016020	K03320	PF00909
SM000133S26778	GO:0016020		PF01758
SM000133S26780	GO:0005515	K17985	PF00400
SM000133S26781	GO:0000287 GO:0004749 GO:0009165 GO:0009116		PF13793 PF14572 PF00156
SM000133S26782	GO:0004842		PF00632
SM000133S26783	GO:0030170 GO:0009058	K00652	PF00155
SM000133S26788	GO:0003676	K02945	PF00575
SM000133S26790	GO:0005515		PF13432 PF13181
SM000133S26792	GO:0046872		PF00642
SM000133S26796	GO:0006396	K03177	PF01509 PF16198
SM000133S26797	GO:0003723 GO:0009982 GO:0001522 GO:0009451		PF01416
SM000133S26799	GO:0000160 GO:0000155 GO:0007165		PF02518 PF00072 PF05231 PF00512
SM000133S26801	GO:0003677 GO:0005515 GO:0003824	K00079	PF00106 PF13369 PF13561 PF08755 PF12937 PF01370 PF08659
SM000133S26804	GO:0004222 GO:0005524 GO:0006508 GO:0016887	K08955	PF01434 PF00004 PF17862 PF07728
SM000133S26808	GO:0033743	K07305	PF01641
SM000133S26814	GO:0005525	K07953	PF00025 PF01926
SM000133S26815	GO:0005524	K20098	PF00176 PF00271
SM000133S26816	GO:0005515		PF00536 PF07647 PF00041
SM000133S26817	GO:0016872		PF02431 PF16035 PF16036
SM000133S26820	GO:0005515		PF12265 PF00400
SM000133S26823	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714 PF06293
SM000133S26825	GO:0006508 GO:0008236 GO:0016787	K01278	PF00930 PF00326 PF02129
SM000133S26827	GO:0003937 GO:0004643 GO:0006164	K00602	PF01808
SM000133S26830	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000133S26834	GO:0005515		PF01344 PF13964 PF13415 PF07646
SM000133S26836	GO:0005515		PF00856
SM000133S26837	GO:0008299	K13789	PF00348
SM000133S26838	GO:0007076 GO:0000796	K06676	PF05786
SM000133S26840	GO:0005525 GO:0006614 GO:0008312 GO:0048500	K03106	PF00448 PF02978 PF02881
SM000134S26923	GO:0000398 GO:0046540	K12859	PF02966
SM000134S26928	GO:0006886 GO:0016192 GO:0030117	K12391	PF01602 PF02883
SM000134S26929	GO:0005515		PF13181
SM000134S26930	GO:0016255 GO:0016021 GO:0042765	K05293	PF06728
SM000134S26931	GO:0010181 GO:0016491	K05894	PF00724
SM000134S26932	GO:0005515		PF00400
SM000134S26933	GO:0004298 GO:0051603 GO:0005839		PF00227
SM000134S26934	GO:0016624	K00164	PF00676 PF02779 PF16870 PF16078
SM000134S26938	GO:0005515	K14829	PF00400
SM000134S26939	GO:0005515		PF13855 PF00560
SM000134S26942	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
SM000134S26943	GO:0004930 GO:0007186 GO:0016021	K22987	PF05462 PF00002
SM000134S26944	GO:0003824	K14760	PF00501 PF13193
SM000134S26945	GO:0009001 GO:0006535 GO:0005737	K00640	PF06426 PF00132
SM000134S26946	GO:0005515		PF00400
SM000134S26951	GO:0003824	K14803	PF00481
SM000134S26952	GO:0009507		PF07207
SM000134S26954	GO:0030170 GO:0009058		PF00155
SM000134S26955	GO:0003824	K00826	PF01063
SM000134S26960	GO:0005515		PF00454 PF00240
SM000134S26963	GO:0006886	K20223	PF03810 PF08506
SM000134S26965	GO:0003723 GO:0003743 GO:0003676	K03237	PF07541 PF00575
SM000134S26969	GO:0055085 GO:0005741	K15040	PF01459
SM000134S26970	GO:0003755	K14826	PF00254 PF17800
SM000134S26971	GO:0006629		PF01734
SM000134S26972	GO:0003924	K03531	PF00091 PF12327
SM000134S26975	GO:0003676		PF04059 PF00076
SM000134S26977	GO:0003676		PF04059 PF00076
SM000134S26978	GO:0016020	K22943	PF04893
SM000135S26981	GO:0030170 GO:0009058 GO:0008168		PF00155 PF08241 PF05175
SM000135S26982	GO:0005515	K00942	PF00625 PF13023 PF01344 PF13854 PF13418 PF07646 PF13964 PF13415 PF02575 PF12917
SM000135S26986	GO:0016021		PF00335
SM000135S26987	GO:0003755 GO:0000413	K05864	PF00160
SM000135S26988	GO:0003924 GO:0005525	K21594	PF00009 PF06421 PF00679 PF03144 PF01926
SM000135S26994	GO:0006486 GO:0005783 GO:0016021		PF04597
SM000135S26995	GO:0003677 GO:0003899 GO:0006351	K10908	PF00940 PF14700
SM000135S26996	GO:0008081 GO:0006629	K18696	PF03009
SM000135S26997	GO:0016491	K11517	PF01070
SM000135S26998	GO:0005524 GO:0004222 GO:0006508 GO:0009378 GO:0006281 GO:0006310		PF00004 PF01434 PF17862 PF05496
SM000135S26999	GO:0003676		PF00076
SM000135S27001	GO:0005524	K01597	PF18376 PF00288
SM000135S27003	GO:0003676 GO:0005515		PF00076 PF00397
SM000135S27004	GO:0008883 GO:0050661 GO:0033014		PF01488 PF00745 PF05201 PF03807
SM000135S27005	GO:0015078 GO:0015986 GO:0000276		PF05680
SM000135S27007	GO:0070072		PF11712
SM000135S27008	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01874	PF09334 PF00133 PF01406
SM000135S27009	GO:0006520		PF00742
SM000135S27010	GO:0004484 GO:0006370 GO:0008138 GO:0016311	K13917	PF01331 PF03919 PF00782
SM000135S27013	GO:0003714		PF06825
SM000135S27014	GO:0005515		PF06203
SM000135S27015	GO:0046872		PF13639 PF13923 PF00097
SM000135S27017	GO:0016628 GO:0016126 GO:0016020		PF01222
SM000135S27018	GO:0006886		PF03643
SM000135S27019	GO:0003910 GO:0005524 GO:0006281 GO:0006310 GO:0003677	K10747	PF01068 PF04675 PF04679
SM000135S27020	GO:0015078 GO:1902600 GO:0033177	K02155	PF00137
SM000135S27022	GO:0052855	K17757	PF01256
SM000135S27028	GO:0016746	K13510	PF01553
SM000135S27031	GO:0003676 GO:0005634	K14401	PF03178 PF10433
SM000135S27032	GO:0046872		PF00642
SM000135S27034	GO:0006629		PF01734
SM000135S27036	GO:0005092 GO:0007264		PF00996
SM000135S27038	GO:0005743 GO:0061617	K17784	PF04418
SM000135S27039	GO:0003677		PF00046
SM000135S27040	GO:0003723 GO:0003743 GO:0006413	K03236	PF01176
SM000135S27041	GO:0005515	K20792	PF12569 PF13432 PF07719 PF13181
SM000135S27042	GO:0005515	K10523	PF00651 PF00917
SM000135S27044	GO:0004553 GO:0005975	K15920	PF01915 PF00933
SM000135S27046	GO:0003676		PF00076
SM000136S00150	GO:0019901 GO:0000079		PF08613
SM000136S00152	GO:0008168	K11436	PF13649 PF12756 PF08241 PF06325 PF13847 PF05175
SM000136S00153	GO:0010277 GO:0016491 GO:0051537		PF08417 PF00355
SM000136S00155	GO:0016787		PF00149
SM000136S00157	GO:0016868 GO:0071704 GO:0005975	K01836	PF00408 PF02880
SM000136S00159	GO:0008168		PF08241 PF13649 PF08242 PF13847 PF01209 PF13489
SM000136S00160	GO:0007064	K11266	PF10345
SM000136S00162	GO:0006891 GO:0017119 GO:0016491 GO:0016209	K20293	PF06419 PF08534 PF00578
SM000136S00164	GO:0005515		PF00400
SM000136S00165	GO:0016161 GO:0000272		PF01373
SM000136S00166	GO:0030170 GO:0009058	K15849	PF00155 PF01041
SM000136S00169	GO:0015267 GO:0055085 GO:0016020	K09875	PF00230
SM000136S00170	GO:0008168	K11434	PF06325 PF13649 PF08241 PF05175
SM000136S00171	GO:0006364 GO:0032040 GO:0005515		PF04192 PF00400
SM000136S00173	GO:0005515	K10570	PF00400
SM000136S00176	GO:0030170 GO:0009058		PF00155
SM000136S00178	GO:0051287 GO:0016616	K15919	PF02826 PF00389
SM000136S00179	GO:0016757		PF04577
SM000136S00180	GO:0016624	K00164	PF00676 PF02779 PF16870 PF16078
SM000136S00184	GO:0004842	K10590	PF00632
SM000136S00188	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000136S00189	GO:0008237 GO:0008270	K08776	PF01433 PF11838 PF17900
SM000136S00190	GO:0006406 GO:0043248 GO:0008541		PF05160
SM000136S00191	GO:0003755 GO:0000413	K09567	PF00160
SM000136S00192	GO:0003676 GO:0005524 GO:0006281		PF00271 PF00270 PF02559 PF03461
SM000136S00194	GO:0004553 GO:0005975	K08235	PF00722
SM000136S00196	GO:0003677 GO:0003700 GO:0006355	K09287	PF02362 PF00847 PF02309
SM000136S00197	GO:0003735 GO:0006412 GO:0005840	K02955	PF00411
SM000137S00433	GO:0004853 GO:0006779 GO:0003951 GO:0006741		PF01208 PF03070 PF01513
SM000137S00434	GO:0005515		PF13855 PF08263 PF00560
SM000137S00437	GO:0005515		PF12937 PF00646
SM000137S00438	GO:0006890	K20473	PF08314
SM000137S00440	GO:0016575		PF08642
SM000137S00447	GO:0003743 GO:0005737 GO:0005852	K15029	PF10255
SM000137S00448	GO:0005515		PF08263 PF00560 PF13516
SM000137S00449	GO:0003824 GO:0003854 GO:0016616 GO:0006694	K08679	PF01370 PF16363 PF01073 PF02719 PF04321
SM000137S00450	GO:0003723 GO:0003743 GO:0006413	K03259	PF01652
SM000137S00455	GO:0016779 GO:0009058		PF00483 PF00132
SM000137S00457	GO:0000160 GO:0005515	K12129	PF00072 PF06203
SM000137S00458	GO:0004177 GO:0030145	K14213	PF00557 PF05195
SM000137S00461	GO:0003735 GO:0006412 GO:0005840	K02895	PF17136 PF00467
SM000137S00462	GO:0003824 GO:0018580 GO:0016491		PF00478 PF03060 PF01070
SM000137S00463	GO:0016151 GO:0006807	K03190	PF01774
SM000137S00465	GO:0043565 GO:0006351 GO:0003700 GO:0006355	K14431	PF14144 PF00170 PF07716
SM000137S00466	GO:0004332 GO:0006096	K01623	PF00274
SM000137S00469	GO:0015031 GO:0016021	K19995	PF04144
SM000137S00470	GO:0003824	K14497	PF00481
SM000137S00471	GO:0022857 GO:0055085 GO:0016020 GO:0015116 GO:0008272 GO:0016021	K06901	PF00860 PF00916
SM000137S00473	GO:0003824		PF00857
