Gene ID	GO
Bathy48g00010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00010" target="_blank">Bathy48g00010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0045454" target="_blank">GO:0045454</a>
Bathy48g00020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00020" target="_blank">Bathy48g00020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007165" target="_blank">GO:0007165</a>
Bathy48g00030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00030" target="_blank">Bathy48g00030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000160" target="_blank">GO:0000160</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">GO:0006355</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000156" target="_blank">GO:0000156</a>
Bathy48g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00040" target="_blank">Bathy48g00040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0007165" target="_blank">GO:0007165</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006935" target="_blank">GO:0006935</a>
Bathy48g00050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00050" target="_blank">Bathy48g00050</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0007165" target="_blank">GO:0007165</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a>
Bathy48g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00060" target="_blank">Bathy48g00060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000160" target="_blank">GO:0000160</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006935" target="_blank">GO:0006935</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">GO:0005737</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000156" target="_blank">GO:0000156</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008984" target="_blank">GO:0008984</a>
Bathy48g00070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00070" target="_blank">Bathy48g00070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000160" target="_blank">GO:0000160</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">GO:0006355</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000156" target="_blank">GO:0000156</a>
Bathy48g00100	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy48g00100" target="_blank">Bathy48g00100</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004185" target="_blank">GO:0004185</a>
Bathy49g00010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy49g00010" target="_blank">Bathy49g00010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">GO:0003677</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004803" target="_blank">GO:0004803</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006313" target="_blank">GO:0006313</a>
Bathy49g00020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy49g00020" target="_blank">Bathy49g00020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">GO:0003677</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004803" target="_blank">GO:0004803</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006313" target="_blank">GO:0006313</a>
Bathy49g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy49g00040" target="_blank">Bathy49g00040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006401" target="_blank">GO:0006401</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004519" target="_blank">GO:0004519</a>
Bathy49g00090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy49g00090" target="_blank">Bathy49g00090</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">GO:0003677</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004803" target="_blank">GO:0004803</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006313" target="_blank">GO:0006313</a>
Bathy51g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy51g00060" target="_blank">Bathy51g00060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016874" target="_blank">GO:0016874</a>
Bathy51g00070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy51g00070" target="_blank">Bathy51g00070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0031419" target="_blank">GO:0031419</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">GO:0008152</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a>
Bathy51g00080	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy51g00080" target="_blank">Bathy51g00080</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a>
Bathy51g00090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy51g00090" target="_blank">Bathy51g00090</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">GO:0009058</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016874" target="_blank">GO:0016874</a>
Bathy51g00100	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy51g00100" target="_blank">Bathy51g00100</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">GO:0009058</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy51g00110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy51g00110" target="_blank">Bathy51g00110</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">GO:0016787</a>
Bathy51g00120	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy51g00120" target="_blank">Bathy51g00120</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">GO:0016787</a>
Bathy52g00010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00010" target="_blank">Bathy52g00010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016651" target="_blank">GO:0016651</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0010181" target="_blank">GO:0010181</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051539" target="_blank">GO:0051539</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">GO:0051287</a>
Bathy52g00030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00030" target="_blank">Bathy52g00030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">GO:0055085</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015238" target="_blank">GO:0015238</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015297" target="_blank">GO:0015297</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006855" target="_blank">GO:0006855</a>
Bathy52g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00040" target="_blank">Bathy52g00040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">GO:0008152</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016846" target="_blank">GO:0016846</a>
Bathy52g00050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00050" target="_blank">Bathy52g00050</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004174" target="_blank">GO:0004174</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a>
Bathy52g00070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00070" target="_blank">Bathy52g00070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">GO:0016491</a>
Bathy52g00080	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00080" target="_blank">Bathy52g00080</a>	
Bathy52g00090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00090" target="_blank">Bathy52g00090</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">GO:0006355</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003700" target="_blank">GO:0003700</a>
Bathy52g00110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy52g00110" target="_blank">Bathy52g00110</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030170" target="_blank">GO:0030170</a>
Bathy53g00010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy53g00010" target="_blank">Bathy53g00010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009058" target="_blank">GO:0009058</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a>
Bathy53g00020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy53g00020" target="_blank">Bathy53g00020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006777" target="_blank">GO:0006777</a>
Bathy53g00030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy53g00030" target="_blank">Bathy53g00030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006777" target="_blank">GO:0006777</a>
Bathy53g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy53g00040" target="_blank">Bathy53g00040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016887" target="_blank">GO:0016887</a>
Bathy53g00050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy53g00050" target="_blank">Bathy53g00050</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">GO:0006810</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042626" target="_blank">GO:0042626</a>
Bathy53g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy53g00060" target="_blank">Bathy53g00060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">GO:0006810</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042626" target="_blank">GO:0042626</a>
Bathy53g00070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy53g00070" target="_blank">Bathy53g00070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004252" target="_blank">GO:0004252</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a>
Bathy54g00020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy54g00020" target="_blank">Bathy54g00020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">GO:0006355</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003700" target="_blank">GO:0003700</a>
Bathy54g00030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy54g00030" target="_blank">Bathy54g00030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">GO:0003677</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005694" target="_blank">GO:0005694</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006265" target="_blank">GO:0006265</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003916" target="_blank">GO:0003916</a>
Bathy54g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy54g00040" target="_blank">Bathy54g00040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016598" target="_blank">GO:0016598</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004057" target="_blank">GO:0004057</a>
Bathy54g00050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy54g00050" target="_blank">Bathy54g00050</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">GO:0055085</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015746" target="_blank">GO:0015746</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015137" target="_blank">GO:0015137</a>
Bathy54g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy54g00060" target="_blank">Bathy54g00060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">GO:0055085</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006814" target="_blank">GO:0006814</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005215" target="_blank">GO:0005215</a>
Bathy54g00080	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy54g00080" target="_blank">Bathy54g00080</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0046872" target="_blank">GO:0046872</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0033014" target="_blank">GO:0033014</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004655" target="_blank">GO:0004655</a>
Bathy55g00010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy55g00010" target="_blank">Bathy55g00010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016887" target="_blank">GO:0016887</a>
Bathy55g00020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy55g00020" target="_blank">Bathy55g00020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008565" target="_blank">GO:0008565</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015031" target="_blank">GO:0015031</a>
Bathy55g00050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy55g00050" target="_blank">Bathy55g00050</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006418" target="_blank">GO:0006418</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">GO:0000166</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004812" target="_blank">GO:0004812</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">GO:0005737</a>
Bathy55g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy55g00060" target="_blank">Bathy55g00060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">GO:0006464</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004719" target="_blank">GO:0004719</a>
Bathy55g00090	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy55g00090" target="_blank">Bathy55g00090</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006886" target="_blank">GO:0006886</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015450" target="_blank">GO:0015450</a>
Bathy56g00010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy56g00010" target="_blank">Bathy56g00010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007165" target="_blank">GO:0007165</a>
Bathy56g00060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy56g00060" target="_blank">Bathy56g00060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">GO:0016787</a>
Bathy56g00070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy56g00070" target="_blank">Bathy56g00070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000160" target="_blank">GO:0000160</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">GO:0006355</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000156" target="_blank">GO:0000156</a>
