feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803550.1	14595	15835	-						17361566	NGA_0360510	1241		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803550.1	14595	15835	-	XM_005854736.1		XP_005854798.1	hypothetical protein		17361566	NGA_0360510	878	878	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803550.1	14595	15818	-	XP_005854798.1		XM_005854736.1	hypothetical protein		17361566	NGA_0360510	861	287	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803550.1	21522	22559	+						17361571	NGA_0205202	1038		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803550.1	21522	22559	+	XM_005854732.1		XP_005854794.1	hypothetical protein		17361571	NGA_0205202	856	856	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803550.1	21554	22059	+	XP_005854794.1		XM_005854732.1	hypothetical protein		17361571	NGA_0205202	324	107	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803549.1	18820	19610	+						17361565	NGA_2055900	791		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803549.1	18820	19610	+	XM_005854730.1		XP_005854792.1	hypothetical protein		17361565	NGA_2055900	791	791	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803549.1	18820	19610	+	XP_005854792.1		XM_005854730.1	hypothetical protein		17361565	NGA_2055900	791	264	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803548.1	2678	3150	+						17361564	NGA_2035400	473		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803548.1	2678	3150	+	XM_005854729.1		XP_005854791.1	hypothetical protein		17361564	NGA_2035400	473	473	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803548.1	2678	3150	+	XP_005854791.1		XM_005854729.1	hypothetical protein		17361564	NGA_2035400	473	158	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803547.1	23188	23474	+						17361563	NGA_2090400	287		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803547.1	23188	23474	+	XM_005854728.1		XP_005854790.1	tetratricopeptide repeat family protein		17361563	NGA_2090400	287	287	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803547.1	23188	23474	+	XP_005854790.1		XM_005854728.1	tetratricopeptide repeat family protein		17361563	NGA_2090400	287	95	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	1197	3912	+					BRCA2	17361556	NGA_0400600	2716		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	1197	3912	+	XM_005854722.1		XP_005854784.1	breast cancer 2 susceptibility protein	BRCA2	17361556	NGA_0400600	1866	1866	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	1224	3912	+	XP_005854784.1		XM_005854722.1	breast cancer 2 susceptibility protein	BRCA2	17361556	NGA_0400600	1839	612	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	4794	6329	-						17361562	NGA_0400900	1536		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	4794	6329	-	XM_005854724.1		XP_005854786.1	aarf domain containing kinase 2		17361562	NGA_0400900	1536	1536	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	4794	6329	-	XP_005854786.1		XM_005854724.1	aarf domain containing kinase 2		17361562	NGA_0400900	1536	511	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	6856	8034	+						17361561	NGA_0400400	1179		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	6856	8034	+	XM_005854720.1		XP_005854782.1	peptide chain release factor 1		17361561	NGA_0400400	1104	1104	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	6856	8034	+	XP_005854782.1		XM_005854720.1	peptide chain release factor 1		17361561	NGA_0400400	1104	367	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	10971	12999	-						17361558	NGA_0401010	2029		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	10971	12999	-	XM_005854725.1		XP_005854787.1	hypothetical protein		17361558	NGA_0401010	1920	1920	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	10971	12999	-	XP_005854787.1		XM_005854725.1	hypothetical protein		17361558	NGA_0401010	1920	639	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	13226	16885	+						17361555	NGA_0400501	3660		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	13226	16885	+	XM_005854721.1		XP_005854783.1	protease required for anti-sigma degradation		17361555	NGA_0400501	2107	2107	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	13487	16221	+	XP_005854783.1		XM_005854721.1	protease required for anti-sigma degradation		17361555	NGA_0400501	1182	393	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	17531	19239	-						17361559	NGA_0401101	1709		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	17531	19239	-	XM_005854726.1		XP_005854788.1	atp synthetase alpha chain -like protein		17361559	NGA_0401101	1509	1509	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	17531	19239	-	XP_005854788.1		XM_005854726.1	atp synthetase alpha chain -like protein		17361559	NGA_0401101	1509	502	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	21345	23175	+						17361557	NGA_0414020	1831		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	21345	23175	+	XM_005854727.1		XP_005854789.1	putative membrane protein		17361557	NGA_0414020	1142	1142	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	21410	23175	+	XP_005854789.1		XM_005854727.1	putative membrane protein		17361557	NGA_0414020	1077	358	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	23166	23964	-						17361560	NGA_0400801	799		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	23166	23964	-	XM_005854723.1		XP_005854785.1	emp24 gp25l p24 family protein		17361560	NGA_0400801	679	679	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803546.1	23182	23916	-	XP_005854785.1		XM_005854723.1	emp24 gp25l p24 family protein		17361560	NGA_0400801	615	204	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803545.1	8141	8276	-						17361554	NGA_2075500	136		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803545.1	8141	8276	-	XM_005854719.1		XP_005854781.1	wd repeat and fyve domain-containing protein		17361554	NGA_2075500	136	136	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803545.1	8141	8276	-	XP_005854781.1		XM_005854719.1	wd repeat and fyve domain-containing protein		17361554	NGA_2075500	136	45	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803545.1	8384	8564	+						17361553	NGA_2064500	181		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803545.1	8384	8564	+	XM_005854718.1		XP_005854780.1	hypothetical protein		17361553	NGA_2064500	181	181	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803545.1	8384	8564	+	XP_005854780.1		XM_005854718.1	hypothetical protein		17361553	NGA_2064500	181	60	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803544.1	1	485	-						17361552	NGA_2069300	485		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803544.1	1	485	-	XM_005854717.1		XP_005854779.1	hypothetical protein		17361552	NGA_2069300	485	485	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803544.1	1	485	-	XP_005854779.1		XM_005854717.1	hypothetical protein		17361552	NGA_2069300	485	162	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803543.1	13857	14531	-						17361551	NGA_2112020	675		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803543.1	13857	14531	-	XM_005854716.1		XP_005854778.1	bromodomain phd finger transcription factor		17361551	NGA_2112020	675	675	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803543.1	13857	14531	-	XP_005854778.1		XM_005854716.1	bromodomain phd finger transcription factor		17361551	NGA_2112020	675	225	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803542.1	4161	4949	-						17361549	NGA_0405200	789		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803542.1	4161	4949	-	XM_005854715.1		XP_005854777.1	polymerase delta regulatory subunit		17361549	NGA_0405200	492	492	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803542.1	4161	4949	-	XP_005854777.1		XM_005854715.1	polymerase delta regulatory subunit		17361549	NGA_0405200	492	163	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803542.1	26104	26773	+						17361550	NGA_0405100	670		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803542.1	26104	26773	+	XM_005854714.1		XP_005854776.1	hypothetical protein		17361550	NGA_0405100	558	558	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803542.1	26248	26773	+	XP_005854776.1		XM_005854714.1	hypothetical protein		17361550	NGA_0405100	414	138	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803541.1	6223	6390	+						17361548	NGA_2063500	168		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803541.1	6223	6390	+	XM_005854713.1		XP_005854775.1	hypothetical protein		17361548	NGA_2063500	168	168	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803541.1	6223	6390	+	XP_005854775.1		XM_005854713.1	hypothetical protein		17361548	NGA_2063500	168	55	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	1	3850	+						17361545	NGA_0369010	3850		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	1	3850	+	XM_005854712.1		XP_005854774.1	hypothetical protein		17361545	NGA_0369010	1092	1092	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	1	3850	+	XP_005854774.1		XM_005854712.1	hypothetical protein		17361545	NGA_0369010	1092	363	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	7554	9497	+					PAN3	17361546	NGA_0368900	1944		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	7554	9497	+	XM_005854711.1		XP_005854773.1	PAB-dependent poly(A)-specific ribonuclease subunit 3	PAN3	17361546	NGA_0368900	1895	1895	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	7571	9497	+	XP_005854773.1		XM_005854711.1	PAB-dependent poly(A)-specific ribonuclease subunit 3	PAN3	17361546	NGA_0368900	1878	625	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	10098	12963	+						17361544	NGA_0368600	2866		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	10098	12963	+	XM_005854708.1		XP_005854770.1	lipase-related protein		17361544	NGA_0368600	1657	1657	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	10098	12935	+	XP_005854770.1		XM_005854708.1	lipase-related protein		17361544	NGA_0368600	1629	542	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	15230	15703	+						17361547	NGA_0368800	474		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	15230	15703	+	XM_005854710.1		XP_005854772.1	hypothetical protein		17361547	NGA_0368800	474	474	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	15230	15703	+	XP_005854772.1		XM_005854710.1	hypothetical protein		17361547	NGA_0368800	474	157	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	21766	24348	+						17361543	NGA_0368700	2583		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	21766	24348	+	XM_005854709.1		XP_005854771.1	glycoside		17361543	NGA_0368700	2501	2501	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803540.1	21766	24348	+	XP_005854771.1		XM_005854709.1	glycoside		17361543	NGA_0368700	2501	833	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	2156	5975	+						17361538	NGA_0115502	3820		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	2156	5975	+	XM_005854704.1		XP_005854766.1	s-adenosylmethionine mitochondrial carrier protein		17361538	NGA_0115502	1776	1776	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	2529	5701	+	XP_005854766.1		XM_005854704.1	s-adenosylmethionine mitochondrial carrier protein		17361538	NGA_0115502	1407	468	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	7006	8358	+						17361540	NGA_0115602	1353		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	7006	8358	+	XM_005854705.1		XP_005854767.1	hypothetical protein		17361540	NGA_0115602	998	998	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	7017	8358	+	XP_005854767.1		XM_005854705.1	hypothetical protein		17361540	NGA_0115602	987	328	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	10644	11528	-						17361537	NGA_0116002	885		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	10644	11528	-	XM_005854707.1		XP_005854769.1	hypothetical protein		17361537	NGA_0116002	885	885	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	10644	11528	-	XP_005854769.1		XM_005854707.1	hypothetical protein		17361537	NGA_0116002	885	294	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	12431	15408	+						17361539	NGA_0115102	2978		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	12431	15408	+	XM_005854703.1		XP_005854765.1	ribosome biogenesis nsa2-like protein		17361539	NGA_0115102	1408	1408	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	12585	15141	+	XP_005854765.1		XM_005854703.1	ribosome biogenesis nsa2-like protein		17361539	NGA_0115102	987	328	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	15444	17219	-						17361542	NGA_0115702	1776		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	15444	17219	-	XM_005854706.1		XP_005854768.1	hypothetical protein		17361542	NGA_0115702	1422	1422	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	15621	17204	-	XP_005854768.1		XM_005854706.1	hypothetical protein		17361542	NGA_0115702	1230	409	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	22686	23916	+						17361541	NGA_0114902	1231		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	22686	23916	+	XM_005854702.1		XP_005854764.1	short chain dehydrogenase		17361541	NGA_0114902	846	846	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803539.1	22713	23877	+	XP_005854764.1		XM_005854702.1	short chain dehydrogenase		17361541	NGA_0114902	780	259	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803538.1	10943	12168	+						17361536	NGA_0380100	1226		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803538.1	10943	12168	+	XM_005854700.1		XP_005854762.1	hypothetical protein		17361536	NGA_0380100	666	666	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803538.1	11021	12168	+	XP_005854762.1		XM_005854700.1	hypothetical protein		17361536	NGA_0380100	588	195	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803538.1	18317	19065	+						17361535	NGA_0380200	749		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803538.1	18317	19065	+	XM_005854701.1		XP_005854763.1	hypothetical protein		17361535	NGA_0380200	234	234	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803538.1	18317	19065	+	XP_005854763.1		XM_005854701.1	hypothetical protein		17361535	NGA_0380200	234	78	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	25	513	-						17361531	NGA_0408800	489		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	25	513	-	XM_005854698.1		XP_005854760.1	hypothetical protein		17361531	NGA_0408800	489	489	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	25	513	-	XP_005854760.1		XM_005854698.1	hypothetical protein		17361531	NGA_0408800	489	162	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	1909	4671	+						17361529	NGA_0408310	2763		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	1909	4671	+	XM_005854693.1		XP_005854755.1	sec14p-like phosphatidylinositol transfer family protein		17361529	NGA_0408310	2712	2712	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	1909	4671	+	XP_005854755.1		XM_005854693.1	sec14p-like phosphatidylinositol transfer family protein		17361529	NGA_0408310	2712	903	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	6074	9836	+						17361534	NGA_0408610	3763		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	6074	9836	+	XM_005854696.1		XP_005854758.1	sh2 domain containing protein		17361534	NGA_0408610	3273	3273	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	6074	9836	+	XP_005854758.1		XM_005854696.1	sh2 domain containing protein		17361534	NGA_0408610	3273	1090	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	14223	15071	-					LTAA	17361533	NGA_0150820	849		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803537.1	14223	15071	-	XM_005854692.1		XP_005854754.1	threonine aldolase	LTAA	17361533	NGA_0150820	849	849	partial
